TOA5,CR1000_tower3_cluster,CR1000,78272,CR1000.Std.28.02,CPU:SH_tow3_cluster_2017.CR1,29011,Enviro,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,maxbot_volt_Avg,maxbot_dist_Avg,TT_C,SBT_C,FuelM_Avg,PA_uS_Avg
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,Deg C,Deg C,%,uSec
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp,Avg,Avg
10/1/19 0:00,6250,274,0,0.232,0.004,4.294,12.39,1.537,1.005,0.114,0.003,8.98,6.451,1.344,1.004,0.115,0.008,10.02,6.492,1.347,1.01,0.041,4040,3.945,-6.153,-6.174,19.98,20.4
10/1/19 0:15,6251,274,15,0.232,0.004,4.243,12.35,1.536,1.004,0.114,0.003,8.96,6.451,1.344,1.004,0.115,0.009,9.99,6.488,1.347,1.011,0.041,4042,3.947,-6.215,-6.218,20.02,20.41
10/1/19 0:30,6252,274,30,0.232,0.004,4.207,12.35,1.536,1.005,0.114,0.003,8.97,6.452,1.344,1.004,0.115,0.008,9.99,6.491,1.347,1.011,0.042,4047,3.952,-6.242,-6.252,20.05,20.41
10/1/19 0:45,6253,274,45,0.231,0.004,4.148,12.31,1.535,1.005,0.114,0.003,8.95,6.45,1.344,1.004,0.115,0.008,9.98,6.49,1.347,1.011,0.042,4049,3.954,-6.316,-6.285,20.08,20.42
10/1/19 1:00,6254,274,100,0.231,0.004,4.121,12.31,1.535,1.004,0.114,0.003,8.95,6.45,1.344,1.004,0.115,0.008,9.97,6.491,1.347,1.011,0.043,4048,3.953,-6.373,-6.313,20.11,20.42
10/1/19 1:15,6255,274,115,0.23,0.004,4.114,12.27,1.534,1.004,0.114,0.003,8.91,6.451,1.344,1.004,0.115,0.008,9.96,6.49,1.347,1.011,0.043,4053,3.958,-6.39,-6.33,20.14,20.43
10/1/19 1:30,6256,274,130,0.23,0.004,4.047,12.27,1.534,1.004,0.114,0.003,8.9,6.45,1.344,1.004,0.115,0.008,9.96,6.49,1.347,1.011,0.044,4043,3.949,-6.457,-6.397,20.17,20.44
10/1/19 1:45,6257,274,145,0.23,0.004,4.072,12.23,1.533,1.005,0.114,0.003,8.88,6.45,1.344,1.004,0.115,0.008,9.95,6.492,1.347,1.01,0.044,4036,3.942,-6.575,-6.503,20.16,20.43
10/1/19 2:00,6258,274,200,0.23,0.004,3.989,12.23,1.533,1.004,0.114,0.003,8.87,6.452,1.344,1.004,0.115,0.008,9.94,6.489,1.347,1.011,0.045,4039,3.944,-6.567,-6.553,20.18,20.44
10/1/19 2:15,6259,274,215,0.229,0.004,3.987,12.2,1.531,1.004,0.114,0.003,8.86,6.451,1.344,1.004,0.115,0.008,9.91,6.491,1.347,1.011,0.045,4039,3.944,-6.566,-6.575,20.24,20.45
10/1/19 2:30,6260,274,230,0.229,0.004,3.951,12.19,1.531,1.005,0.114,0.003,8.84,6.45,1.344,1.004,0.115,0.009,9.92,6.489,1.347,1.011,0.046,4035,3.94,-6.579,-6.531,20.26,20.45
10/1/19 2:45,6261,274,245,0.228,0.004,3.9,12.16,1.53,1.005,0.114,0.003,8.81,6.45,1.344,1.004,0.115,0.009,9.89,6.489,1.347,1.011,0.046,4035,3.941,-6.456,-6.419,20.34,20.47
10/1/19 3:00,6262,274,300,0.228,0.004,3.906,12.15,1.53,1.005,0.114,0.003,8.8,6.451,1.344,1.004,0.115,0.008,9.92,6.491,1.347,1.011,0.046,4035,3.941,-6.443,-6.302,20.38,20.48
10/1/19 3:15,6263,274,315,0.228,0.004,3.871,12.12,1.529,1.005,0.114,0.002,8.79,6.45,1.344,1.004,0.115,0.008,9.89,6.494,1.347,1.01,0.046,4036,3.942,-6.482,-6.346,20.4,20.48
10/1/19 3:30,6264,274,330,0.228,0.004,3.825,12.12,1.529,1.005,0.113,0.002,8.78,6.423,1.343,1.003,0.115,0.008,9.88,6.492,1.347,1.01,0.047,4037,3.943,-6.488,-6.33,20.44,20.49
10/1/19 3:45,6265,274,345,0.227,0.004,3.821,12.08,1.528,1.004,0.113,0.003,8.76,6.422,1.343,1.004,0.115,0.008,9.89,6.491,1.347,1.01,0.047,4034,3.94,-6.538,-6.396,20.47,20.49
10/1/19 4:00,6266,274,400,0.227,0.003,3.775,12.08,1.528,1.004,0.113,0.003,8.76,6.422,1.343,1.004,0.115,0.009,9.88,6.488,1.347,1.011,0.047,4049,3.954,-6.504,-6.369,20.5,20.5
10/1/19 4:15,6267,274,415,0.226,0.003,3.774,12.04,1.527,1.004,0.113,0.003,8.71,6.422,1.343,1.004,0.115,0.009,9.87,6.488,1.347,1.011,0.047,4126,4.029,-6.412,-6.358,20.57,20.51
10/1/19 4:30,6268,274,430,0.226,0.003,3.754,12.04,1.527,1.004,0.113,0.003,8.72,6.42,1.343,1.004,0.115,0.008,9.87,6.492,1.347,1.01,0.047,4029,3.934,-6.272,-6.218,20.63,20.52
10/1/19 4:45,6269,274,445,0.226,0.004,3.722,12.01,1.526,1.004,0.113,0.003,8.66,6.421,1.343,1.004,0.115,0.008,9.85,6.491,1.347,1.01,0.047,4033,3.939,-6.147,-6.151,20.68,20.53
10/1/19 5:00,6270,274,500,0.226,0.003,3.675,12,1.526,1.004,0.113,0.002,8.72,6.423,1.343,1.004,0.115,0.008,9.84,6.49,1.347,1.011,0.048,4042,3.947,-6.103,-6.084,20.71,20.53
10/1/19 5:15,6271,274,515,0.225,0.004,3.706,11.97,1.525,1.004,0.113,0.003,8.69,6.422,1.343,1.004,0.115,0.008,9.84,6.492,1.347,1.01,0.048,4066,3.971,-5.891,-5.918,20.78,20.55
10/1/19 5:30,6272,274,530,0.225,0.004,3.648,11.96,1.525,1.004,0.113,0.003,8.65,6.422,1.343,1.004,0.115,0.008,9.81,6.491,1.347,1.01,0.048,4069,3.974,-5.284,-5.69,20.89,20.57
10/1/19 5:45,6273,274,545,0.224,0.003,3.655,11.93,1.524,1.003,0.113,0.002,8.65,6.423,1.343,1.004,0.115,0.008,9.82,6.492,1.347,1.01,0.047,4180,4.082,-4.894,-5.203,21.07,20.6
10/1/19 6:00,6274,274,600,0.224,0.004,3.633,11.93,1.524,1.004,0.113,0.003,8.63,6.422,1.343,1.004,0.115,0.008,9.8,6.491,1.347,1.01,0.047,4092,3.996,-4.87,-4.955,21.12,20.61
10/1/19 6:15,6275,274,615,0.224,0.003,3.635,11.89,1.522,1.004,0.113,0.003,8.58,6.422,1.343,1.004,0.115,0.008,9.78,6.492,1.347,1.01,0.047,4102,4.006,-4.867,-4.873,21.14,20.61
10/1/19 6:30,6276,274,630,0.224,0.003,3.585,11.89,1.522,1.004,0.113,0.003,8.58,6.422,1.343,1.004,0.115,0.008,9.78,6.492,1.347,1.01,0.047,4101,4.005,-4.572,-4.669,21.21,20.63
10/1/19 6:45,6277,274,645,0.223,0.004,3.584,11.85,1.521,1.004,0.113,0.003,8.57,6.422,1.343,1.004,0.115,0.008,9.78,6.491,1.347,1.01,0.047,4122,4.025,-4.448,-4.471,21.31,20.65
10/1/19 7:00,6278,274,700,0.223,0.004,3.562,11.85,1.521,1.004,0.113,0.003,8.55,6.421,1.343,1.004,0.115,0.008,9.77,6.492,1.347,1.01,0.047,4134,4.037,-4.366,-4.383,21.35,20.65
10/1/19 7:15,6279,274,715,0.222,0.004,3.505,11.82,1.52,1.004,0.113,0.002,8.54,6.423,1.343,1.004,0.115,0.008,9.76,6.49,1.347,1.011,0.047,4120,4.023,-4.029,-4.251,21.38,20.66
10/1/19 7:30,6280,274,730,0.222,0.003,3.563,11.82,1.52,1.004,0.113,0.003,8.53,6.422,1.343,1.004,0.115,0.008,9.75,6.492,1.347,1.01,0.047,4138,4.041,-3.455,-3.775,21.54,20.69
10/1/19 7:45,6281,274,745,0.222,0.004,3.553,11.81,1.52,1.004,0.113,0.003,8.51,6.421,1.343,1.004,0.115,0.008,9.75,6.492,1.347,1.01,0.047,4121,4.025,-2.742,-3.027,21.72,20.72
10/1/19 8:00,6282,274,800,0.222,0.003,3.529,11.78,1.519,1.003,0.113,0.002,8.5,6.424,1.343,1.003,0.115,0.008,9.74,6.493,1.347,1.01,0.046,4135,4.038,-2.011,-2.2,21.89,20.75
10/1/19 8:15,6283,274,815,0.222,0.004,3.524,11.78,1.519,1.004,0.113,0.003,8.46,6.421,1.343,1.004,0.115,0.008,9.73,6.493,1.347,1.01,0.042,4142,4.045,-1.624,-1.527,22.01,20.77
10/1/19 8:30,6284,274,830,0.222,0.004,3.493,11.78,1.519,1.004,0.113,0.003,8.44,6.421,1.343,1.004,0.115,0.009,9.73,6.489,1.347,1.011,0.041,4119,4.022,-1.43,-1.289,22.04,20.78
10/1/19 8:45,6285,274,845,0.221,0.004,3.504,11.74,1.518,1.004,0.113,0.003,8.44,6.421,1.343,1.004,0.115,0.008,9.71,6.491,1.347,1.01,0.04,4108,4.012,-1.388,-1.213,22.03,20.78
10/1/19 9:00,6286,274,900,0.221,0.004,3.497,11.74,1.518,1.004,0.113,0.003,8.43,6.422,1.343,1.004,0.115,0.008,9.69,6.492,1.347,1.01,0.04,4149,4.052,-1.196,-1.256,22.05,20.78
10/1/19 9:15,6287,274,915,0.221,0.004,3.43,11.74,1.518,1.004,0.113,0.003,8.38,6.423,1.343,1.004,0.115,0.008,9.7,6.492,1.347,1.01,0.04,4134,4.037,-0.695,-0.985,22.08,20.79
10/1/19 9:30,6288,274,930,0.221,0.004,3.443,11.74,1.518,1.005,0.113,0.003,8.4,6.421,1.343,1.004,0.115,0.008,9.69,6.492,1.347,1.01,0.04,4147,4.05,0.007,-0.639,22.12,20.79
10/1/19 9:45,6289,274,945,0.22,0.003,3.499,11.7,1.517,1.004,0.113,0.003,8.37,6.422,1.343,1.004,0.115,0.008,9.67,6.49,1.347,1.011,0.039,4180,4.082,1.065,0.204,22.38,20.84
10/1/19 10:00,6290,274,1000,0.22,0.004,3.462,11.7,1.517,1.005,0.113,0.002,8.39,6.423,1.343,1.004,0.115,0.008,9.67,6.493,1.347,1.01,0.039,3550,3.466,3.163,2.238,22.57,20.88
10/1/19 10:15,6291,274,1015,0.22,0.004,3.437,11.7,1.517,1.005,0.113,0.002,8.34,6.423,1.343,1.004,0.115,0.008,9.64,6.492,1.347,1.01,0.038,4639,4.53,4.791,3.93,22.26,20.82
10/1/19 10:30,6292,274,1030,0.221,0.003,3.415,11.74,1.518,1.003,0.113,0.003,8.33,6.421,1.343,1.004,0.115,0.008,9.65,6.495,1.347,1.01,0.038,4783,4.67,4.507,3.706,21.7,20.72
10/1/19 10:45,6293,274,1045,0.221,0.004,3.432,11.74,1.518,1.004,0.113,0.002,8.31,6.423,1.343,1.003,0.115,0.008,9.63,6.491,1.347,1.01,0.037,4775,4.663,5.926,4.291,21.29,20.64
10/1/19 11:00,6294,274,1100,0.222,0.004,3.428,11.78,1.519,1.005,0.113,0.002,8.3,6.423,1.343,1.004,0.115,0.008,9.61,6.491,1.347,1.01,0.037,4418,4.314,5.893,5.121,20.8,20.55
10/1/19 11:15,6295,274,1115,0.223,0.003,3.448,11.86,1.521,1.004,0.113,0.003,8.28,6.422,1.343,1.004,0.115,0.008,9.63,6.49,1.347,1.011,0.037,2291,2.237,7.132,5.253,20.4,20.48
10/1/19 11:30,6296,274,1130,0.224,0.004,3.499,11.89,1.523,1.004,0.113,0.003,8.27,6.422,1.343,1.004,0.115,0.008,9.61,6.492,1.347,1.01,0.037,2124,2.074,7.901,6.353,20.11,20.42
10/1/19 11:45,6297,274,1145,0.224,0.003,3.608,11.93,1.524,1.004,0.113,0.003,8.24,6.423,1.343,1.004,0.115,0.008,9.58,6.493,1.347,1.01,0.037,3443,3.362,4.565,5.831,19.57,20.33
10/1/19 12:00,6298,274,1200,0.225,0.004,3.717,11.97,1.525,1.004,0.113,0.003,8.23,6.422,1.343,1.004,0.115,0.008,9.59,6.491,1.347,1.01,0.037,3287,3.21,6.093,6.104,19.25,20.27
10/1/19 12:15,6299,274,1215,0.226,0.004,3.877,12.01,1.526,1.004,0.113,0.003,8.23,6.421,1.343,1.004,0.115,0.008,9.58,6.491,1.347,1.01,0.037,3546,3.463,7.347,6.037,18.82,20.19
10/1/19 12:30,6300,274,1230,0.226,0.004,4.061,12.04,1.527,1.004,0.113,0.003,8.21,6.422,1.343,1.004,0.115,0.008,9.59,6.49,1.347,1.01,0.037,2745,2.68,8.98,6.713,18.44,20.12
10/1/19 12:45,6301,274,1245,0.226,0.004,4.309,12.05,1.527,1.004,0.113,0.002,8.21,6.423,1.343,1.004,0.114,0.008,9.57,6.462,1.346,1.01,0.037,3180,3.106,8.64,7.518,18.39,20.11
10/1/19 13:00,6302,274,1300,0.227,0.004,4.54,12.08,1.528,1.004,0.113,0.003,8.19,6.423,1.343,1.004,0.114,0.008,9.56,6.46,1.346,1.011,0.037,3818,3.729,9.37,6.862,18.13,20.06
10/1/19 13:15,6303,274,1315,0.227,0.004,4.77,12.08,1.528,1.004,0.113,0.003,8.18,6.422,1.343,1.004,0.114,0.008,9.55,6.46,1.346,1.011,0.037,4089,3.994,8.31,6.212,17.87,20.01
10/1/19 13:30,6304,274,1330,0.227,0.004,5.001,12.08,1.528,1.005,0.113,0.003,8.15,6.422,1.343,1.004,0.114,0.008,9.54,6.46,1.346,1.011,0.038,2985,2.915,9.35,6.697,17.72,19.98
10/1/19 13:45,6305,274,1345,0.227,0.004,5.188,12.08,1.528,1.004,0.113,0.003,8.14,6.422,1.343,1.004,0.114,0.008,9.52,6.463,1.346,1.01,0.038,4104,4.008,8.04,7.505,17.65,19.97
10/1/19 14:00,6306,274,1400,0.227,0.004,5.394,12.08,1.528,1.005,0.113,0.003,8.12,6.422,1.343,1.004,0.114,0.008,9.51,6.463,1.346,1.01,0.038,4865,4.751,8.67,7.109,17.56,19.95
10/1/19 14:15,6307,274,1415,0.227,0.004,5.59,12.08,1.528,1.004,0.113,0.003,8.11,6.422,1.343,1.004,0.114,0.008,9.5,6.463,1.346,1.01,0.039,4986,4.869,8.77,7.537,17.47,19.94
10/1/19 14:30,6308,274,1430,0.227,0.003,5.696,12.08,1.528,1.004,0.113,0.003,8.12,6.422,1.343,1.004,0.114,0.008,9.5,6.463,1.346,1.01,0.039,4951,4.835,8.47,7.114,17.41,19.93
10/1/19 14:45,6309,274,1445,0.227,0.003,5.768,12.08,1.528,1.004,0.113,0.002,8.07,6.424,1.343,1.003,0.114,0.008,9.49,6.465,1.346,1.01,0.038,2748,2.684,7.608,7.648,17.21,19.89
10/1/19 15:00,6310,274,1500,0.227,0.004,5.923,12.08,1.528,1.005,0.113,0.003,8.07,6.422,1.343,1.004,0.114,0.008,9.49,6.464,1.346,1.01,0.038,3229,3.153,7.994,8.49,16.9,19.83
10/1/19 15:15,6311,274,1515,0.227,0.004,6.016,12.08,1.528,1.005,0.113,0.003,8.06,6.421,1.343,1.004,0.114,0.008,9.49,6.464,1.346,1.01,0.039,2464,2.406,7.762,8.48,16.66,19.79
10/1/19 15:30,6312,274,1530,0.227,0.004,6.073,12.08,1.528,1.005,0.113,0.003,8.05,6.422,1.343,1.004,0.114,0.008,9.46,6.462,1.346,1.01,0.039,2674,2.611,6.77,7.943,16.28,19.72
10/1/19 15:45,6313,274,1545,0.227,0.004,6.291,12.08,1.528,1.005,0.113,0.003,8.04,6.421,1.343,1.004,0.114,0.008,9.46,6.463,1.346,1.01,0.039,4635,4.526,6.378,9.39,16.02,19.67
10/1/19 16:00,6314,274,1600,0.227,0.003,6.438,12.08,1.528,1.004,0.113,0.003,8.03,6.422,1.343,1.004,0.114,0.008,9.44,6.463,1.346,1.01,0.039,4816,4.703,5.501,7.611,15.8,19.63
10/1/19 16:15,6315,274,1615,0.226,0.005,6.636,12.04,1.527,1.005,0.113,0.003,8.02,6.422,1.343,1.004,0.114,0.008,9.45,6.465,1.346,1.01,0.039,4349,4.247,3.744,5.853,15.81,19.63
10/1/19 16:30,6316,274,1630,0.226,0.004,6.801,12.04,1.527,1.005,0.113,0.002,7.995,6.423,1.343,1.004,0.114,0.008,9.43,6.462,1.346,1.01,0.039,4232,4.133,2.709,4.071,15.81,19.63
10/1/19 16:45,6317,274,1645,0.226,0.003,6.947,12.05,1.527,1.004,0.113,0.003,8,6.422,1.343,1.004,0.114,0.008,9.4,6.463,1.346,1.01,0.04,3881,3.79,2.606,3.332,15.93,19.65
10/1/19 17:00,6318,274,1700,0.226,0.003,7.064,12.04,1.527,1.004,0.113,0.003,7.994,6.422,1.343,1.004,0.114,0.008,9.4,6.461,1.346,1.01,0.04,3263,3.187,2.335,2.941,16.12,19.69
10/1/19 17:15,6319,274,1715,0.226,0.004,7.127,12,1.526,1.005,0.113,0.003,7.981,6.421,1.343,1.004,0.114,0.008,9.4,6.462,1.346,1.01,0.04,3761,3.673,1.642,2.34,16.28,19.72
10/1/19 17:30,6320,274,1730,0.226,0.004,7.194,12,1.526,1.005,0.113,0.002,7.99,6.423,1.343,1.004,0.114,0.008,9.4,6.464,1.346,1.01,0.04,4154,4.057,1.005,1.706,16.39,19.74
10/1/19 17:45,6321,274,1745,0.226,0.004,7.208,12,1.526,1.005,0.113,0.002,7.972,6.423,1.343,1.004,0.114,0.008,9.37,6.462,1.346,1.01,0.04,3517,3.435,0.326,1.041,16.45,19.75
10/1/19 18:00,6322,274,1800,0.225,0.004,7.165,11.97,1.525,1.005,0.113,0.003,7.981,6.422,1.343,1.004,0.114,0.008,9.37,6.461,1.346,1.011,0.04,3238,3.163,-0.337,0.376,16.56,19.77
10/1/19 18:15,6323,274,1815,0.225,0.003,7.143,11.97,1.525,1.004,0.113,0.003,7.999,6.422,1.343,1.004,0.114,0.008,9.36,6.463,1.346,1.01,0.04,3074,3.002,-0.818,-0.196,16.68,19.79
10/1/19 18:30,6324,274,1830,0.225,0.003,7.141,11.97,1.525,1.004,0.113,0.002,7.976,6.423,1.343,1.004,0.114,0.008,9.36,6.462,1.346,1.01,0.04,4748,4.637,-1.261,-0.694,16.81,19.81
10/1/19 18:45,6325,274,1845,0.225,0.004,7.155,11.97,1.525,1.004,0.113,0.002,7.968,6.423,1.343,1.004,0.114,0.008,9.35,6.461,1.346,1.011,0.041,4847,4.734,-1.611,-1.127,16.95,19.84
10/1/19 19:00,6326,274,1900,0.224,0.003,7.112,11.93,1.524,1.004,0.113,0.003,7.969,6.422,1.343,1.004,0.114,0.008,9.35,6.463,1.346,1.01,0.041,4895,4.78,-1.963,-1.516,17.06,19.86
10/1/19 19:15,6327,274,1915,0.224,0.004,7.048,11.93,1.524,1.005,0.113,0.003,7.983,6.421,1.343,1.004,0.114,0.008,9.34,6.462,1.346,1.01,0.041,4914,4.798,-2.143,-1.819,17.19,19.88
10/1/19 19:30,6328,274,1930,0.224,0.003,6.994,11.93,1.524,1.004,0.113,0.002,7.983,6.424,1.343,1.003,0.114,0.008,9.33,6.462,1.346,1.01,0.041,4975,4.858,-2.329,-2.078,17.32,19.91
10/1/19 19:45,6329,274,1945,0.224,0.004,6.93,11.93,1.524,1.004,0.113,0.003,7.994,6.422,1.343,1.004,0.114,0.008,9.31,6.461,1.346,1.011,0.041,4977,4.861,-2.479,-2.228,17.46,19.94
10/1/19 20:00,6330,274,2000,0.224,0.003,6.849,11.93,1.524,1.004,0.113,0.003,7.992,6.422,1.343,1.004,0.114,0.008,9.32,6.46,1.346,1.011,0.041,4979,4.862,-2.596,-2.271,17.61,19.96
10/1/19 20:15,6331,274,2015,0.224,0.004,6.777,11.89,1.522,1.005,0.113,0.002,8.01,6.423,1.343,1.003,0.114,0.008,9.3,6.462,1.346,1.01,0.041,4980,4.863,-2.695,-2.376,17.74,19.99
10/1/19 20:30,6332,274,2030,0.224,0.004,6.666,11.89,1.522,1.005,0.113,0.003,8.01,6.421,1.343,1.004,0.114,0.008,9.3,6.463,1.346,1.01,0.04,4980,4.863,-2.802,-2.527,17.91,20.02
10/1/19 20:45,6333,274,2045,0.224,0.003,6.62,11.89,1.522,1.004,0.113,0.003,8.01,6.421,1.343,1.004,0.114,0.008,9.27,6.463,1.346,1.01,0.04,4980,4.864,-3.022,-2.679,18,20.03
10/1/19 21:00,6334,274,2100,0.224,0.004,6.516,11.89,1.522,1.004,0.113,0.003,7.985,6.421,1.343,1.004,0.114,0.008,9.29,6.464,1.346,1.01,0.04,4980,4.863,-3.157,-2.864,18.01,20.04
10/1/19 21:15,6335,274,2115,0.224,0.004,6.442,11.89,1.522,1.005,0.113,0.002,8.02,6.423,1.343,1.004,0.114,0.008,9.26,6.462,1.346,1.01,0.04,4980,4.863,-3.316,-3.005,18.11,20.05
10/1/19 21:30,6336,274,2130,0.223,0.004,6.298,11.85,1.521,1.005,0.113,0.003,8.04,6.422,1.343,1.004,0.114,0.008,9.26,6.462,1.346,1.01,0.04,4981,4.864,-3.464,-3.159,18.17,20.07
10/1/19 21:45,6337,274,2145,0.223,0.004,6.256,11.85,1.521,1.004,0.113,0.003,8.03,6.422,1.343,1.004,0.114,0.008,9.25,6.463,1.346,1.01,0.04,4981,4.865,-3.611,-3.3,18.2,20.07
10/1/19 22:00,6338,274,2200,0.223,0.004,6.142,11.85,1.521,1.005,0.113,0.002,8.06,6.423,1.343,1.004,0.114,0.008,9.24,6.463,1.346,1.01,0.04,4982,4.865,-3.72,-3.431,18.27,20.09
10/1/19 22:15,6339,274,2215,0.223,0.003,6.063,11.86,1.521,1.003,0.113,0.002,8.04,6.424,1.343,1.003,0.114,0.008,9.23,6.465,1.346,1.01,0.04,4981,4.865,-3.842,-3.507,18.37,20.1
10/1/19 22:30,6340,274,2230,0.223,0.004,5.968,11.85,1.521,1.005,0.113,0.002,8.05,6.423,1.343,1.004,0.114,0.008,9.23,6.463,1.346,1.01,0.04,4982,4.865,-3.957,-3.639,18.43,20.12
10/1/19 22:45,6341,274,2245,0.223,0.004,5.884,11.85,1.521,1.004,0.113,0.003,8.07,6.421,1.343,1.004,0.114,0.008,9.22,6.46,1.346,1.011,0.04,4981,4.865,-3.989,-3.682,18.53,20.13
10/1/19 23:00,6342,274,2300,0.223,0.004,5.796,11.85,1.521,1.005,0.113,0.003,8.07,6.422,1.343,1.004,0.114,0.008,9.23,6.464,1.346,1.01,0.04,4981,4.864,-4.051,-3.693,18.66,20.16
10/1/19 23:15,6343,274,2315,0.222,0.004,5.733,11.81,1.52,1.005,0.113,0.003,8.08,6.422,1.343,1.004,0.114,0.008,9.22,6.462,1.346,1.01,0.04,4979,4.862,-4.185,-3.775,18.67,20.16
10/1/19 23:30,6344,274,2330,0.222,0.004,5.608,11.82,1.52,1.004,0.113,0.003,8.07,6.422,1.343,1.004,0.114,0.008,9.22,6.463,1.346,1.01,0.04,4979,4.862,-4.338,-3.944,18.68,20.16
10/1/19 23:45,6345,274,2345,0.222,0.004,5.58,11.82,1.52,1.004,0.113,0.003,8.07,6.422,1.343,1.004,0.114,0.008,9.2,6.462,1.346,1.01,0.04,4979,4.862,-4.442,-4.043,18.74,20.17
10/2/19 0:00,6346,275,0,0.222,0.004,5.497,11.81,1.52,1.005,0.113,0.002,8.09,6.423,1.343,1.004,0.114,0.008,9.2,6.462,1.346,1.01,0.04,4979,4.862,-4.563,-4.164,18.79,20.18
10/2/19 0:15,6347,275,15,0.222,0.003,5.399,11.82,1.52,1.004,0.113,0.003,8.08,6.421,1.343,1.004,0.114,0.008,9.19,6.461,1.346,1.011,0.04,4977,4.861,-4.696,-4.295,18.83,20.19
10/2/19 0:30,6348,275,30,0.222,0.003,5.323,11.81,1.52,1.004,0.113,0.003,8.1,6.423,1.343,1.004,0.114,0.008,9.18,6.462,1.346,1.01,0.04,4978,4.861,-4.801,-4.394,18.86,20.19
10/2/19 0:45,6349,275,45,0.222,0.004,5.28,11.78,1.519,1.004,0.113,0.003,8.1,6.422,1.343,1.004,0.114,0.008,9.19,6.465,1.346,1.01,0.04,4984,4.867,-4.939,-4.515,18.91,20.2
10/2/19 1:00,6350,275,100,0.222,0.003,5.224,11.78,1.519,1.004,0.113,0.003,8.08,6.42,1.343,1.004,0.114,0.008,9.17,6.463,1.346,1.01,0.04,4049,3.954,-4.922,-4.498,19.01,20.22
10/2/19 1:15,6351,275,115,0.222,0.004,5.155,11.78,1.519,1.005,0.113,0.003,8.1,6.423,1.343,1.004,0.114,0.008,9.16,6.463,1.346,1.01,0.04,3572,3.488,-4.939,-4.515,19.07,20.23
10/2/19 1:30,6352,275,130,0.222,0.004,5.086,11.78,1.519,1.004,0.113,0.003,8.12,6.422,1.343,1.004,0.114,0.008,9.16,6.461,1.346,1.01,0.04,4286,4.185,-5.14,-4.669,19.11,20.24
10/2/19 1:45,6353,275,145,0.222,0.004,4.999,11.78,1.519,1.004,0.113,0.002,8.1,6.422,1.343,1.004,0.114,0.008,9.16,6.461,1.346,1.01,0.04,3271,3.195,-5.184,-4.713,19.16,20.25
10/2/19 2:00,6354,275,200,0.222,0.004,4.932,11.78,1.519,1.004,0.113,0.002,8.12,6.423,1.343,1.004,0.114,0.008,9.14,6.463,1.346,1.01,0.04,2976,2.906,-5.192,-4.801,19.17,20.25
