TOA5,CR1000_tower3_cluster,CR1000,78272,CR1000.Std.28.02,CPU:SH_tow3_cluster_2017.CR1,29011,SapFlow,,,,,,,,,,
TIMESTAMP,RECORD,AVRD_Avg(1),AVRD_Avg(2),Sap_mV_Avg(1),Sap_mV_Avg(2),Sap_mV_Avg(3),Sap_mV_Avg(4),Sap_mV_Avg(5),Sap_mV_Avg(6),Sap_mV_Avg(7),Sap_mV_Avg(8),Sap_mV_Avg(9),Sap_mV_Avg(10),Sap_mV_Avg(11),Sap_mV_Avg(12),Sap_mV_Avg(13),Sap_mV_Avg(14)
TS,RN,,,,,,,,,,,,,,,,
,,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
10/1/19 0:00,6250,2.71,3.114,0.158,4236,0.262,680.8,653.2,0.199,0.178,59.03,65.37,-149.1,-108.8,-41.6,-192.1,0.23
10/1/19 0:15,6251,2.71,3.112,0.164,4230,0.261,678.5,651.7,0.195,0.178,65.62,71.39,-142.8,-104.4,-40.27,-186.8,0.231
10/1/19 0:30,6252,2.71,3.108,0.164,4232,0.261,697.4,669.4,0.18,0.178,65.99,71.75,-139.7,-103.2,-40.38,-187.7,0.229
10/1/19 0:45,6253,2.71,3.108,0.147,4228,0.26,706.5,678.3,0.178,0.177,70.42,75.95,-133.7,-98.8,-38.68,-184.5,0.229
10/1/19 1:00,6254,2.71,3.108,0.145,4221,0.26,722.8,693.3,0.182,0.178,65.33,71.24,-132.6,-98.2,-38.65,-174.6,0.228
10/1/19 1:15,6255,2.71,3.108,0.141,4214,0.26,772.7,738.4,0.173,0.177,61.96,68.01,-134.2,-99.3,-40.61,-173.6,0.227
10/1/19 1:30,6256,2.71,3.112,0.14,4210,0.26,817,776.9,0.168,0.177,62.92,68.97,-135,-99.7,-42.28,-176.1,0.226
10/1/19 1:45,6257,2.71,3.114,0.144,4203,0.26,799.6,762.8,0.177,0.177,66.61,72.15,-128.4,-93.2,-39.51,-162.7,0.225
10/1/19 2:00,6258,2.71,3.114,0.14,4200,0.26,859,813,0.186,0.177,67.77,73.47,-137.7,-96.6,-40.74,-155.2,0.225
10/1/19 2:15,6259,2.71,3.114,0.137,4190,0.26,906,850,0.186,0.177,62.75,68.58,-212,-153.9,-80.4,-181.8,0.224
10/1/19 2:30,6260,2.71,3.114,0.146,4187,0.259,960,889,0.183,0.177,69.5,74.97,-194.7,-150.5,-85.3,-194.8,0.223
10/1/19 2:45,6261,2.71,3.114,0.156,4186,0.259,989,909,0.181,0.177,74.77,79.68,-183.7,-143.6,-82,-191.8,0.223
10/1/19 3:00,6262,2.71,3.114,0.164,4185,0.259,993,912,0.184,0.177,63.65,69.72,-189.4,-146.7,-84.8,-204.9,0.223
10/1/19 3:15,6263,2.71,3.112,0.16,4185,0.259,1005,921,0.185,0.177,79.3,84.2,-175.3,-138.5,-80.9,-200.8,0.222
10/1/19 3:30,6264,2.71,3.112,0.174,4183,0.258,994,913,0.193,0.177,66.71,72.42,-179.1,-138.8,-81.2,-196.2,0.222
10/1/19 3:45,6265,2.71,3.112,0.178,4182,0.258,1053,952,0.187,0.177,71.51,76.85,-178,-137.5,-81.8,-195.4,0.222
10/1/19 4:00,6266,2.71,3.112,0.169,4177,0.258,1077,968,0.191,0.177,59.82,66.01,-187.2,-144,-86.9,-196.6,0.221
10/1/19 4:15,6267,2.71,3.114,0.162,4171,0.258,1097,980,0.199,0.177,68.71,74.24,-184,-144.5,-89.1,-207.4,0.221
10/1/19 4:30,6268,2.71,3.112,0.178,4172,0.258,1124,994,0.199,0.176,64.44,70.39,-193,-149.3,-93.5,-211.2,0.221
10/1/19 4:45,6269,2.71,3.108,0.178,4170,0.258,1132,998,0.201,0.176,70.94,76.3,-189.9,-148.1,-94.7,-205.5,0.22
10/1/19 5:00,6270,2.71,3.108,0.177,4165,0.257,1124,994,0.201,0.177,71.81,77.33,-186.9,-144.6,-93.1,-198.2,0.221
10/1/19 5:15,6271,2.71,3.108,0.175,4169,0.257,1120,992,0.202,0.177,73.61,78.87,-188.4,-145.7,-93.4,-202.3,0.221
10/1/19 5:30,6272,2.71,3.108,0.164,4162,0.257,1127,996,0.201,0.177,70.84,76.43,-194.4,-148.8,-96.4,-210.5,0.221
10/1/19 5:45,6273,2.71,3.108,0.157,4164,0.258,1096,977,0.201,0.177,85.5,90.1,-196.5,-151.3,-100.9,-229.2,0.221
10/1/19 6:00,6274,2.71,3.108,0.147,4175,0.258,1041,943,0.203,0.177,80.3,85.3,-200.2,-155.7,-106.7,-234,0.221
10/1/19 6:15,6275,2.71,3.108,0.151,4173,0.257,1023,931,0.204,0.177,80.4,85.4,-194.4,-148.9,-101,-215.8,0.222
10/1/19 6:30,6276,2.71,3.108,0.144,4172,0.258,1038,940,0.203,0.177,78.53,83.7,-195.2,-148,-98.9,-211.9,0.223
10/1/19 6:45,6277,2.71,3.108,0.148,4176,0.258,989,908,0.206,0.178,87.9,92.1,-191,-143.2,-97.3,-220.1,0.223
10/1/19 7:00,6278,2.71,3.108,0.16,4182,0.257,1007,920,0.207,0.178,93.6,97.5,-184.9,-137.6,-93,-221.2,0.223
10/1/19 7:15,6279,2.71,3.109,0.174,4184,0.258,980,900,0.209,0.178,79.31,84.2,-192.4,-141.2,-94.7,-213.8,0.224
10/1/19 7:30,6280,2.71,3.11,0.164,4191,0.258,959,886,0.209,0.178,80.7,85.5,-190,-133.6,-89.8,-222.8,0.225
10/1/19 7:45,6281,2.71,3.108,0.167,4198,0.258,971,894,0.205,0.178,83.8,88.5,-187.2,-123.4,-84.4,-223.6,0.225
10/1/19 8:00,6282,2.71,3.108,0.169,4208,0.258,993,908,0.197,0.179,78.06,83.5,-173.5,-97.7,-69.33,-190.4,0.225
10/1/19 8:15,6283,2.71,3.108,0.169,4216,0.259,940,871,0.199,0.179,59.87,66.55,-170.8,-77.09,-56.77,-149,0.226
10/1/19 8:30,6284,2.71,3.108,0.16,4223,0.259,967,890,0.193,0.179,55.03,62.29,-161.8,-61.1,-46.83,-111.3,0.227
10/1/19 8:45,6285,2.71,3.108,0.154,4215,0.26,965,888,0.201,0.18,55.52,62.69,-139.5,10.53,-1.009,-316.9,0.228
10/1/19 9:00,6286,2.71,3.109,0.165,4214,0.26,940,869,0.209,0.181,51.64,59.04,-124,44.32,27.03,-42.12,0.228
10/1/19 9:15,6287,2.711,3.112,0.159,4224,0.26,950,876,0.214,0.18,47.67,55.27,-112.5,63.13,38.14,14.1,0.229
10/1/19 9:30,6288,2.712,3.113,0.159,4218,0.26,941,870,0.217,0.181,46.3,53.98,-105.9,84.2,48.19,42.18,0.23
10/1/19 9:45,6289,2.71,3.112,0.163,4223,0.26,932,863,0.218,0.182,39.37,47.74,-106.8,114.2,59.57,71.95,0.23
10/1/19 10:00,6290,2.71,3.114,0.159,4236,0.26,908,846,0.217,0.182,32.36,41.18,-114.9,113.8,34.25,109.9,0.231
10/1/19 10:15,6291,2.71,3.112,0.156,NAN,0.26,917,851,0.218,0.182,36.42,44.93,-113.9,1.75,-50.59,188.1,0.231
10/1/19 10:30,6292,2.714,3.114,0.157,NAN,0.261,936,864,0.222,0.183,52.85,60.76,-92.3,-25.14,-20.96,262,0.233
10/1/19 10:45,6293,2.71,3.113,0.165,NAN,0.261,903,838,0.223,0.184,68.1,75.06,-89.1,-16.59,22.65,155.9,0.233
10/1/19 11:00,6294,2.709,3.113,0.155,NAN,0.262,887,824,0.226,0.185,87.5,93,-77.93,-10.54,44.46,217.6,0.234
10/1/19 11:15,6295,2.711,3.113,0.177,NAN,0.261,829,777.5,0.223,0.185,91.8,97.1,-73.17,-11.07,61.61,159.9,0.235
10/1/19 11:30,6296,2.713,3.112,0.165,NAN,0.261,843,787.9,0.222,0.186,119.2,122.6,-63.89,7.338,572.1,542.4,0.235
10/1/19 11:45,6297,2.712,3.112,0.168,NAN,0.262,840,785.9,0.225,0.186,135.9,137.9,-44.34,12.01,160.7,349.8,0.236
10/1/19 12:00,6298,2.712,3.112,0.172,NAN,0.262,848,791.7,0.226,0.188,140.1,141.9,-43.85,15.88,147.7,245.8,0.236
10/1/19 12:15,6299,2.714,3.112,0.165,NAN,0.264,826,774,0.228,0.188,142.1,143.7,-39.22,13.13,109.2,231.1,0.237
10/1/19 12:30,6300,2.714,3.112,0.129,NAN,0.265,832,778.2,0.228,0.189,136.8,138.9,-46.13,15.14,116.2,242,0.237
10/1/19 12:45,6301,2.712,3.112,0.141,NAN,0.266,804,754.6,0.228,0.19,141.7,143.3,-37.26,16.98,113.6,224.3,0.238
10/1/19 13:00,6302,2.714,3.112,0.141,NAN,0.266,788.7,742.1,0.224,0.189,126.2,129,-50.63,2.702,134,188.2,0.238
10/1/19 13:15,6303,2.714,3.112,0.144,NAN,0.267,814,763.3,0.219,0.189,126.4,129.3,-186.8,-92.5,58.03,160.9,0.237
10/1/19 13:30,6304,2.714,3.112,0.138,NAN,0.268,782.5,736.3,0.217,0.189,146.7,148.1,-120.4,-57.01,120.4,230.3,0.237
10/1/19 13:45,6305,2.714,3.112,0.144,NAN,0.269,789.5,741.3,0.214,0.189,155.9,156.5,-26.29,22.33,127.6,267.8,0.236
10/1/19 14:00,6306,2.714,3.112,0.156,4171,0.27,806,755.1,0.215,0.189,154.4,154.9,NAN,29.66,123.7,256.1,0.235
10/1/19 14:15,6307,2.714,3.112,0.162,4355,0.27,781.4,734.7,0.217,0.188,153.7,154.2,NAN,30.59,116.5,173.4,0.234
10/1/19 14:30,6308,2.714,3.112,0.164,4283,0.271,783.7,736.5,0.216,0.187,152.9,153.5,NAN,29.75,118,163.3,0.235
10/1/19 14:45,6309,2.714,3.112,0.157,3540,0.272,706.1,666.3,0.213,0.187,133,135.4,53.13,61.39,140,185.5,0.234
10/1/19 15:00,6310,2.714,3.112,0.127,3457,0.273,675.9,638.3,0.215,0.187,143.5,145.5,74.44,72.64,150.9,202.7,0.234
10/1/19 15:15,6311,2.714,3.112,0.114,3474,0.273,662.6,626,0.216,0.187,143.3,145.3,74.09,79.66,155.8,206.7,0.234
10/1/19 15:30,6312,2.714,3.112,0.113,3502,0.273,681.3,643.3,0.216,0.187,169.7,169.7,92.5,92.9,164.2,232.3,0.233
10/1/19 15:45,6313,2.714,3.112,0.133,3510,0.274,686.3,648,0.214,0.187,148.3,150.1,81,82.7,154,239.2,0.234
10/1/19 16:00,6314,2.712,3.112,0.156,3518,0.275,670.5,633.3,0.2,0.185,141.6,143.8,80.5,84.8,151.9,203.1,0.234
10/1/19 16:15,6315,2.71,3.111,0.155,3523,0.274,685.2,646.9,0.186,0.184,135.6,138.2,80.5,81.9,143.9,182.3,0.235
10/1/19 16:30,6316,2.71,3.11,0.136,3554,0.274,694.5,655.9,0.176,0.183,140.9,142.9,81.3,83.3,142.5,176.6,0.236
10/1/19 16:45,6317,2.708,3.108,0.134,3557,0.274,690.3,651.9,0.179,0.184,143.7,145.4,82.2,86.8,144,174.5,0.236
10/1/19 17:00,6318,2.71,3.108,0.12,3578,0.273,679.8,642.7,0.18,0.184,147.7,148.8,82,88.3,144.1,171.6,0.237
10/1/19 17:15,6319,2.71,3.108,0.11,3603,0.273,675,638.7,0.183,0.184,141.3,143.2,74.7,84.1,140.1,165.4,0.237
10/1/19 17:30,6320,2.709,3.107,0.122,3621,0.273,674.3,638.5,0.189,0.184,142.4,144.2,73.36,84.1,137.7,159.8,0.237
10/1/19 17:45,6321,2.709,3.107,0.136,3626,0.272,662.4,627.8,0.188,0.185,142.8,144.3,71.81,83,134,154,0.237
10/1/19 18:00,6322,2.709,3.107,0.135,3663,0.272,638.9,606.3,0.189,0.185,131.9,133.9,63.86,80.2,130.4,142,0.237
10/1/19 18:15,6323,2.709,3.107,0.138,3735,0.271,632.3,600.5,0.189,0.185,134.5,136.2,71.66,90.3,133.8,129.5,0.237
10/1/19 18:30,6324,2.709,3.107,0.125,NAN,0.271,668.1,634.8,0.191,0.185,116,118.7,NAN,56.32,111.8,96.8,0.236
10/1/19 18:45,6325,2.709,3.107,0.128,NAN,0.27,662.6,630.4,0.2,0.185,107.5,110.7,NAN,53.28,103.9,66.27,0.236
10/1/19 19:00,6326,2.709,3.107,0.122,NAN,0.27,671.4,638.7,0.201,0.185,101.3,104.9,NAN,50.95,99.8,48.37,0.236
10/1/19 19:15,6327,2.71,3.107,0.147,NAN,0.269,674.7,641.9,0.198,0.185,98.7,102.2,NAN,53.64,99.1,37.14,0.236
10/1/19 19:30,6328,2.71,3.108,0.167,NAN,0.268,667.8,635.6,0.201,0.185,96.7,100.4,-21.13,51.57,96.3,27.28,0.235
10/1/19 19:45,6329,2.71,3.108,0.169,NAN,0.268,656.8,625.6,0.214,0.186,86.6,91.1,-30.83,48.23,92.3,19.05,0.234
10/1/19 20:00,6330,2.71,3.108,0.171,NAN,0.267,674.3,641.9,0.207,0.185,95.2,98.9,NAN,51.66,92.5,10.42,0.234
10/1/19 20:15,6331,2.71,3.108,0.169,NAN,0.266,668.2,636.4,0.215,0.185,91,95,-32.7,52.05,91.7,8.04,0.234
10/1/19 20:30,6332,2.71,3.108,0.173,NAN,0.266,676,644,0.223,0.184,85.4,89.5,-38.91,50.54,89.5,-2.153,0.233
10/1/19 20:45,6333,2.71,3.108,0.182,NAN,0.265,679.9,647.7,0.221,0.184,77.03,81.8,-47.76,46.81,85.5,-19.57,0.233
10/1/19 21:00,6334,2.71,3.108,0.172,NAN,0.265,687.7,655.1,0.22,0.183,86.2,90.4,-43.54,49.93,86,-18.57,0.232
10/1/19 21:15,6335,2.71,3.108,0.17,NAN,0.264,657.4,627.1,0.219,0.183,83.8,88.1,-45.44,50.33,85.7,-18,0.233
10/1/19 21:30,6336,2.71,3.108,0.172,NAN,0.264,698.4,665.3,0.207,0.182,83.6,87.8,-51.24,48.38,84.2,-17.48,0.233
10/1/19 21:45,6337,2.71,3.108,0.169,NAN,0.264,682.1,650.8,0.2,0.181,83.1,87.4,-57.35,43.65,79.26,-19.2,0.232
10/1/19 22:00,6338,2.71,3.108,0.171,NAN,0.264,659.1,629.2,0.197,0.181,76.09,80.9,-67.19,34,72.41,-23.04,0.232
10/1/19 22:15,6339,2.71,3.108,0.18,NAN,0.264,652.4,623.2,0.195,0.18,78.1,82.7,-78.18,19.23,61.54,-35.57,0.232
10/1/19 22:30,6340,2.71,3.108,0.186,NAN,0.263,651.4,622.4,0.195,0.18,73.25,78.01,-97.8,-0.313,49.35,-46.35,0.232
10/1/19 22:45,6341,2.71,3.108,0.187,NAN,0.263,677.4,646.2,0.194,0.179,80.7,84.8,-113.5,-22.35,30.71,-63.93,0.231
10/1/19 23:00,6342,2.71,3.108,0.185,NAN,0.263,662.4,632.4,0.205,0.179,67.55,72.77,-121.7,-31.37,22.66,-81.4,0.231
10/1/19 23:15,6343,2.71,3.108,0.138,NAN,0.263,666.4,636.4,0.209,0.179,70.35,75.24,-121.3,-38.86,15.8,-90.1,0.231
10/1/19 23:30,6344,2.71,3.108,0.172,NAN,0.262,678.1,647.4,0.207,0.179,69.67,74.59,-120.3,-45.19,9.81,-86.9,0.231
10/1/19 23:45,6345,2.71,3.108,0.178,NAN,0.262,684.2,652.9,0.202,0.179,78.32,82.7,-114.7,-45.32,7.788,-129.1,0.23
10/2/19 0:00,6346,2.71,3.108,0.18,4236,0.262,710,677,0.2,0.179,65.55,70.87,-134.7,-60.71,-2.618,-673.2,0.23
10/2/19 0:15,6347,2.71,3.108,0.179,4214,0.262,717.8,685.5,0.197,0.178,68.86,73.74,-134.8,-67.43,-10.76,-506.1,0.23
10/2/19 0:30,6348,2.71,3.108,0.156,4216,0.261,735.3,702.3,0.199,0.178,58.61,64.35,-142.9,-75.5,-16.93,-138.2,0.23
10/2/19 0:45,6349,2.71,3.108,0.137,4206,0.261,735.3,702.9,0.202,0.178,67.13,72.23,-138.4,-77.23,-20.52,-104.5,0.229
10/2/19 1:00,6350,2.71,3.108,0.139,4203,0.261,740.5,707.8,0.202,0.178,63.14,68.64,-143.5,-81.6,-24.31,-110.2,0.229
10/2/19 1:15,6351,2.71,3.108,0.132,4208,0.261,741.1,709.1,0.2,0.179,64.81,69.94,-144.6,-84.8,-27.27,-127.4,0.229
10/2/19 1:30,6352,2.71,3.108,0.125,4203,0.261,775.5,740,0.2,0.178,66.1,71.02,-144.9,-90,-32.19,-131.5,0.229
10/2/19 1:45,6353,2.71,3.108,0.128,4199,0.26,819,777.9,0.198,0.178,57.71,63.3,-148.2,-96,-37.07,-129.6,0.229
10/2/19 2:00,6354,2.71,3.108,0.134,4196,0.26,804,766.3,0.199,0.178,57.8,63.42,-149.9,-99.6,-41.68,-127,0.228
10/2/19 2:15,6355,2.71,3.108,0.135,4187,0.261,862,814,0.199,0.178,58.13,63.67,-153.2,-105.1,-46.48,-132.6,0.227
10/2/19 2:30,6356,2.71,3.108,0.135,4183,0.261,854,808,0.2,0.177,67.45,72.15,-147.7,-103.5,-47.18,-144.1,0.226
10/2/19 2:45,6357,2.71,3.108,0.134,4186,0.261,908,851,0.2,0.177,56.93,62.52,-158.6,-114.2,-54.6,-177.8,0.226
10/2/19 3:00,6358,2.71,3.108,0.146,4182,0.261,908,852,0.203,0.177,66.66,71.48,-152.6,-114,-57.03,-184.6,0.226
10/2/19 3:15,6359,2.71,3.108,0.142,4177,0.261,931,869,0.202,0.177,73.75,78.12,-146.5,-109.2,-55.46,-172.1,0.225
10/2/19 3:30,6360,2.71,3.108,0.134,4166,0.261,957,889,0.204,0.178,68.81,73.42,-148.1,-109.7,-55.81,-152.5,0.225
10/2/19 3:45,6361,2.71,3.108,0.13,4164,0.261,943,879,0.205,0.177,65.72,70.54,-151.9,-113.6,-58.82,-156.7,0.224
10/2/19 4:00,6362,2.71,3.108,0.127,4161,0.261,982,907,0.205,0.178,69.59,74.11,-150,-115.9,-62.16,-153.2,0.224
10/2/19 4:15,6363,2.71,3.108,0.139,4150,0.26,1023,934,0.202,0.177,67.8,72.5,-152.3,-116.1,-62.63,-155.6,0.224
10/2/19 4:30,6364,2.71,3.108,0.144,4146,0.26,1023,935,0.202,0.177,71.06,75.59,-151.3,-118.2,-65.42,-161.4,0.224
10/2/19 4:45,6365,2.71,3.108,0.142,4147,0.26,1022,935,0.205,0.177,75.9,79.97,-148,-117.1,-65.65,-162.6,0.224
10/2/19 5:00,6366,2.71,3.108,0.138,4139,0.259,1075,969,0.206,0.177,75.29,79.38,-148,-116.8,-66.28,-159.1,0.223
10/2/19 5:15,6367,2.71,3.108,0.138,4135,0.259,1096,982,0.206,0.177,70.68,75.41,-153.2,-122.1,-70.17,-165.3,0.223
10/2/19 5:30,6368,2.71,3.108,0.137,4131,0.259,1118,996,0.206,0.177,74.93,79.25,-153.3,-126.7,-74.6,-176.7,0.223
10/2/19 5:45,6369,2.71,3.108,0.14,4136,0.259,1127,1002,0.205,0.177,77.18,81.2,-154.5,-130.3,-78.15,-184.7,0.223
10/2/19 6:00,6370,2.71,3.108,0.145,4131,0.258,1189,1036,0.206,0.178,77.47,81.6,-153.6,-123.8,-75.73,-173.8,0.223
10/2/19 6:15,6371,2.71,3.108,0.141,4126,0.258,1204,1044,0.206,0.177,77.75,81.8,-154.6,-114.1,-68.85,-164.4,0.222
10/2/19 6:30,6372,2.71,3.108,0.141,4123,0.258,1204,1045,0.204,0.177,82.7,86.2,-150.9,-106.7,-62.88,-159.1,0.223
10/2/19 6:45,6373,2.71,3.108,0.137,4116,0.257,1237,1062,0.204,0.177,69.73,74.54,-158.2,-108.4,-63.69,-162.9,0.222
10/2/19 7:00,6374,2.71,3.108,0.127,4118,0.258,1259,1073,0.202,0.177,73.67,77.98,-151.9,-105.2,-62.85,-143,0.222
10/2/19 7:15,6375,2.71,3.108,0.133,4110,0.257,1269,1078,0.203,0.177,88.7,92.1,-143.1,-95.4,-55.46,-140.8,0.222
10/2/19 7:30,6376,2.71,3.108,0.129,4107,0.257,1257,1073,0.205,0.177,84,87.5,-157.2,-103.1,-59.85,-146,0.222
10/2/19 7:45,6377,2.71,3.108,0.149,4112,0.257,1280,1083,0.206,0.178,83.4,87.2,-176.4,-117.3,-70.9,-160.9,0.221
10/2/19 8:00,6378,2.71,3.108,0.149,4120,0.258,1162,1021,0.207,0.179,86.4,90.3,-210,-140.7,-85.1,-184.2,0.222
10/2/19 8:15,6379,2.71,3.108,0.148,4139,0.258,1044,948,0.204,0.179,67.12,73,-237.1,-150.3,-91.2,-116.8,0.223
10/2/19 8:30,6380,2.71,3.108,0.158,4162,0.258,1013,927,0.206,0.179,45.15,52.76,-200.7,-126.9,-78.14,-44.61,0.223
10/2/19 8:45,6381,2.71,3.108,0.145,4167,0.258,1007,921,0.204,0.18,41.37,49.41,-99.6,-95.3,-60.79,5.982,0.224
10/2/19 9:00,6382,2.71,3.108,0.151,4182,0.258,988,906,0.207,0.181,44.41,52.3,-107.7,-64.3,-22.95,46.47,0.225
10/2/19 9:15,6383,2.71,3.108,0.129,4196,0.259,1006,917,0.206,0.182,66.38,72.49,-104.3,-12.3,28.44,120,0.227
10/2/19 9:30,6384,2.712,3.108,0.142,NAN,0.259,998,910,0.208,0.182,107.6,110.9,-76.61,-8.42,46.83,206.7,0.228
10/2/19 9:45,6385,2.71,3.107,0.159,NAN,0.26,961,883,0.208,0.183,110.3,113.5,-68.47,-3.091,630.2,613.3,0.228
10/2/19 10:00,6386,2.71,3.107,0.148,NAN,0.262,948,872,0.21,0.184,133.3,135,-54.72,5.57,710.3,785.2,0.23
10/2/19 10:15,6387,2.712,3.108,0.127,NAN,0.264,934,860,0.216,0.185,156.3,156.4,-34.82,19.56,111.5,324,0.234
10/2/19 10:30,6388,2.71,3.108,0.144,NAN,0.266,901,834,0.216,0.185,160.1,160,-32.04,27.21,114.5,318.5,0.236
10/2/19 10:45,6389,2.712,3.11,0.15,NAN,0.267,917,846,0.22,0.186,164,163.6,-39.6,24.48,121.6,371,0.238
10/2/19 11:00,6390,2.714,3.108,0.141,NAN,0.268,882,818,0.215,0.186,170.4,169.7,-26.79,29.81,129.4,366,0.239
