TOA5,CR1000_tower3_cluster,CR1000,78272,CR1000.Std.28.02,CPU:SH_tow3_cluster_2017.CR1,29011,SapFlow,,,,,,,,,,
10/3/19 23:30,6536,2.71,3.108,0.184,NAN,0.266,587.8,562.8,0.221,0.185,72.93,78.7,-57.21,-10.69,54.94,60.63,0.239
10/3/19 23:45,6537,2.71,3.108,0.184,NAN,0.266,624.1,596.4,0.215,0.185,87.1,91.7,-48.17,-6.213,62.16,62.79,0.239
10/4/19 0:00,6538,2.71,3.108,0.193,NAN,0.266,592.7,567.5,0.213,0.185,95.6,99.8,-41.96,-1.039,116.5,93.1,0.239
10/4/19 0:15,6539,2.71,3.108,0.188,NAN,0.267,614.6,587.7,0.217,0.184,86.5,91,-50.15,-2.193,2794,1198,0.24
10/4/19 0:30,6540,2.71,3.108,0.187,NAN,0.266,624,596.5,0.218,0.184,86.6,91,-64.63,-15.89,391.2,521.4,0.24
10/4/19 0:45,6541,2.71,3.108,0.182,NAN,0.267,635.6,607.2,0.218,0.184,100,103.6,-39.84,0.346,1508,939,0.24
10/4/19 1:00,6542,2.71,3.108,0.185,NAN,0.267,664.1,633.9,0.22,0.184,107.6,110.8,-36.96,4.566,2449,1279,0.24
10/4/19 1:15,6543,2.71,3.108,0.197,NAN,0.267,681.4,650,0.219,0.184,84.3,89.2,-66.73,-15.54,333.6,482.7,0.24
10/4/19 1:30,6544,2.71,3.108,0.196,NAN,0.268,659,629.3,0.22,0.184,101.3,104.7,-44.81,-5.117,70.4,95.2,0.24
10/4/19 1:45,6545,2.712,3.108,0.197,NAN,0.268,689.6,657.5,0.218,0.184,85.8,90.4,-55.2,-7.674,58.85,66.26,0.24
10/4/19 2:00,6546,2.71,3.108,0.205,NAN,0.268,704,671.5,0.221,0.184,96.4,100.1,-49.43,-4.734,69.28,67.2,0.24
10/4/19 2:15,6547,2.71,3.108,0.203,NAN,0.268,704.7,672.2,0.22,0.184,97,100.6,-48.61,-3.953,297.7,199.1,0.24
10/4/19 2:30,6548,2.71,3.108,0.205,NAN,0.269,688,656.8,0.226,0.184,94.3,98.1,-50.6,-4.352,1096,772.2,0.24
10/4/19 2:45,6549,2.71,3.108,0.201,NAN,0.269,671.2,641.5,0.227,0.184,94.2,98,-51.73,-5.797,1825,1181,0.24
10/4/19 3:00,6550,2.712,3.108,0.196,NAN,0.269,702.6,670.6,0.227,0.184,96.5,100,-50.1,-5.743,1050,868,0.241
10/4/19 3:15,6551,2.71,3.108,0.191,NAN,0.269,687.2,656.4,0.226,0.184,92.3,95.9,-51.8,-6.297,274.5,330.1,0.241
10/4/19 3:30,6552,2.71,3.108,0.193,NAN,0.27,704.1,671.9,0.225,0.184,92.9,96.6,-51.1,-5.709,105.5,118.7,0.24
10/4/19 3:45,6553,2.71,3.108,0.194,NAN,0.27,699.5,668,0.219,0.184,92.7,96.4,-50.25,-5.525,59.29,63.75,0.241
10/4/19 4:00,6554,2.71,3.108,0.197,NAN,0.27,686.1,655.7,0.214,0.184,88.2,92.2,-53.3,-5.687,53.24,49.57,0.241
10/4/19 4:15,6555,2.71,3.108,0.199,NAN,0.27,676.5,647.2,0.211,0.184,88.7,92.7,-52.93,-2.683,55.65,43.74,0.241
10/4/19 4:30,6556,2.71,3.108,0.196,NAN,0.27,684.1,654.5,0.207,0.185,85,89,-55.45,-2.627,1407,596.3,0.241
10/4/19 4:45,6557,2.71,3.108,0.203,4246,0.27,681.3,652.1,0.209,0.184,85.4,89.3,-68.64,-9.35,383.9,485.4,0.241
10/4/19 5:00,6558,2.71,3.108,0.204,4253,0.27,704.8,673.8,0.221,0.184,84.1,88.3,-64.51,-6.637,50.96,68,0.241
10/4/19 5:15,6559,2.71,3.108,0.205,4253,0.271,726.2,693.1,0.22,0.184,84.7,88.8,-63.43,-6.705,42.49,35.68,0.241
10/4/19 5:30,6560,2.71,3.108,0.203,4252,0.271,705.2,674.5,0.221,0.183,85.3,89.4,-62.6,-9.66,38.34,32.99,0.241
10/4/19 5:45,6561,2.71,3.108,0.203,4251,0.271,718,686.1,0.221,0.183,85.1,88.9,-62.8,-10.07,36.36,30.25,0.241
10/4/19 6:00,6562,2.71,3.108,0.203,4238,0.271,704.2,674,0.222,0.184,81.1,85.3,-64.09,-6.01,38.5,25.02,0.241
10/4/19 6:15,6563,2.71,3.108,0.202,4232,0.271,699.2,669.9,0.221,0.183,77.01,81.4,-67.13,0.04,174.8,110.4,0.242
10/4/19 6:30,6564,2.71,3.108,0.2,4232,0.271,717.7,686.9,0.22,0.183,84.5,88.4,-60.82,6.795,62.92,58.14,0.241
10/4/19 6:45,6565,2.71,3.108,0.199,4227,0.271,745.8,712.3,0.221,0.184,78.81,83.2,-63.8,-0.185,172.8,115.1,0.241
10/4/19 7:00,6566,2.71,3.108,0.201,4220,0.272,731.6,698.6,0.221,0.183,81,85.3,-60.73,1.243,1877,781.7,0.242
10/4/19 7:15,6567,2.71,3.108,0.197,4119,0.272,786.7,749.1,0.222,0.184,75.17,79.65,-76.3,-6.942,1586,1059,0.241
10/4/19 7:30,6568,2.71,3.108,0.199,4159,0.272,787.4,749.2,0.222,0.184,69.31,74.33,-72.6,4.702,384.2,386.2,0.242
10/4/19 7:45,6569,2.71,3.108,0.198,4193,0.272,756.1,721.2,0.222,0.184,69.07,74.33,-69.55,24.88,74.08,86.4,0.242
10/4/19 8:00,6570,2.71,3.108,0.201,4206,0.272,820,775.7,0.228,0.184,75.94,81.1,-70,21.53,57.87,47.79,0.242
10/4/19 8:15,6571,2.71,3.108,0.202,4208,0.273,860,808,0.225,0.184,74.23,79.75,-74.87,-1.168,41.29,62.97,0.241
10/4/19 8:30,6572,2.71,3.108,0.2,4217,0.274,912,848,0.226,0.184,60.91,67.77,-86.2,-28.12,13.48,38.88,0.241
10/4/19 8:45,6573,2.71,3.108,0.199,4221,0.274,907,843,0.222,0.185,57.22,64.6,-101.1,-31.66,30.7,56.16,0.242
10/4/19 9:00,6574,2.71,3.108,0.205,4235,0.275,924,855,0.221,0.185,75.96,81.8,-97.7,-30.51,43.52,75.38,0.242
10/4/19 9:15,6575,2.71,3.108,0.195,NAN,0.276,949,873,0.222,0.186,109.6,112.9,-79.07,-14.93,69.72,117.2,0.243
10/4/19 9:30,6576,2.709,3.108,0.192,NAN,0.278,893,831,0.222,0.186,135.9,137.5,-56.82,3.61,848,493.7,0.243
10/4/19 9:45,6577,2.711,3.112,0.191,NAN,0.28,906,840,0.225,0.187,147.5,148.2,-54.58,5.115,2085,1130,0.242
10/4/19 10:00,6578,2.71,3.112,0.191,NAN,0.282,873,815,0.225,0.188,150.8,151.3,-45.89,11.62,131.5,238.1,0.242
10/4/19 10:15,6579,2.712,3.112,0.186,NAN,0.282,871,814,0.225,0.188,163.2,163.1,-34.77,17.42,159.4,211.2,0.242
10/4/19 10:30,6580,2.712,3.112,0.19,3744,0.283,813,763.9,0.217,0.187,171.4,170.9,35.22,63.13,143.6,212.5,0.24
10/4/19 10:45,6581,2.714,3.112,0.187,3386,0.281,730.1,691.1,0.227,0.186,176.6,176.1,78.42,89.4,164.2,241.1,0.238
10/4/19 11:00,6582,2.714,3.112,0.189,3318,0.279,721.1,680.7,0.209,0.185,184.9,183.9,96.4,100.5,174.2,253.1,0.235
10/4/19 11:15,6583,2.714,3.112,0.199,3263,0.277,672.1,634.8,0.198,0.183,187.4,186.4,112.8,109.7,182.1,266.4,0.234
10/4/19 11:30,6584,2.714,3.111,0.198,3213,0.275,654.8,618.7,0.203,0.182,195.2,193.6,129.2,119.8,188.1,276.1,0.23
10/4/19 11:45,6585,2.713,3.111,0.185,3172,0.271,650,614,0.212,0.181,194,192.9,140.2,128.2,194.5,283.9,0.226
10/4/19 12:00,6586,2.713,3.111,0.177,3135,0.268,624,591.4,0.206,0.179,175.1,175.6,133.7,127.3,195.4,296.7,0.222
10/4/19 12:15,6587,2.713,3.111,0.17,3103,0.266,599,568,0.197,0.176,165.6,167.1,131.8,134.3,198.8,300.9,0.217
10/4/19 12:30,6588,2.713,3.111,0.166,3087,0.263,587.6,555.6,0.188,0.174,155.4,157.7,141.5,127.3,195,304.5,0.213
10/4/19 12:45,6589,2.713,3.111,0.163,3079,0.26,580.8,549.1,0.189,0.17,167.2,168.5,158.4,135.9,196.1,301.7,0.207
10/4/19 13:00,6590,2.713,3.111,0.161,3101,0.258,580.6,549.3,0.186,0.167,161.8,163.5,155.4,127.9,184.8,258.3,0.203
10/4/19 13:15,6591,2.713,3.111,0.046,3260,0.255,864,786,0.181,0.165,268,262.2,202.9,175.8,206.9,276.4,0.2
10/4/19 13:30,6592,2.713,3.111,-0.005,3301,0.253,1015,904,0.182,0.163,313,303.6,218.4,213.9,226.3,312.9,0.198
10/4/19 13:45,6593,2.713,3.111,-0.009,3283,0.252,1018,906,0.187,0.161,218.9,216.8,165.4,173.1,202.5,308.7,0.197
10/4/19 14:00,6594,2.713,3.111,-0.013,3265,0.252,976,877,0.19,0.161,187.4,187.8,150.7,159.6,195.8,310.3,0.198
10/4/19 14:15,6595,2.713,3.111,-0.016,3272,0.251,952,861,0.193,0.162,203.4,202.6,163.2,166.7,193.6,286.7,0.2
10/4/19 14:30,6596,2.713,3.111,-0.018,3277,0.252,933,848,0.199,0.163,197.4,196.9,165.1,166.5,194.1,273,0.202
10/4/19 14:45,6597,2.713,3.111,-0.019,3273,0.253,917,836,0.204,0.164,197.7,197.1,170.5,166.8,197.1,279.2,0.204
10/4/19 15:00,6598,2.713,3.111,-0.017,3249,0.254,909,830,0.196,0.165,200.8,199.8,180.4,173.3,200.3,280.3,0.207
10/4/19 15:15,6599,2.713,3.111,-0.013,3263,0.254,861,794.1,0.194,0.166,184.6,185,170.6,171,199.2,274.7,0.21
10/4/19 15:30,6600,2.713,3.111,-0.012,3264,0.254,864,796.4,0.197,0.167,189.5,189.4,173.5,172.8,201.4,278.8,0.211
10/4/19 15:45,6601,2.713,3.111,-0.01,3281,0.254,835,774.4,0.192,0.166,177.3,178.1,164.4,162.2,193.8,275.4,0.212
10/4/19 16:00,6602,2.714,3.112,-0.006,3301,0.254,770.3,720.6,0.188,0.165,186.2,186.4,168.8,163.5,191.1,257.3,0.214
10/4/19 16:15,6603,2.714,3.11,-0.002,3311,0.255,769.1,719.7,0.189,0.165,164.3,166.2,152.7,155.2,187,252.6,0.217
10/4/19 16:30,6604,2.714,3.108,0.001,3325,0.255,763,714.8,0.18,0.166,157.7,160.2,143.1,152.1,185.5,250.3,0.22
10/4/19 16:45,6605,2.714,3.108,0.002,3345,0.256,735.3,690.9,0.176,0.166,166.7,168.6,145.5,153.9,186.5,249.4,0.223
10/4/19 17:00,6606,2.714,3.108,0.002,3379,0.256,738.1,693.3,0.182,0.166,143.4,146.9,124.2,142.8,180.4,243.5,0.225
10/4/19 17:15,6607,2.714,3.107,0.003,3398,0.258,707.7,666.4,0.18,0.167,130.5,135.2,109.7,131.7,173.7,234.8,0.226
10/4/19 17:30,6608,2.714,3.108,-0.001,3434,0.258,692.4,652.4,0.19,0.169,133.9,138.5,106.6,128.6,171.4,230.4,0.228
10/4/19 17:45,6609,2.714,3.106,-0.001,3459,0.258,699.7,659.3,0.195,0.17,135.5,140,104.2,128,170.6,228.3,0.229
10/4/19 18:00,6610,2.714,3.106,0.007,3476,0.259,695.7,655.7,0.201,0.172,128.4,133.2,96.5,119.5,164.2,221,0.23
10/4/19 18:15,6611,2.714,3.107,0.127,3387,0.259,667.2,629.8,0.194,0.174,132.9,137.4,115.1,125.1,166.3,217.9,0.231
10/4/19 18:30,6612,2.714,3.108,0.141,3395,0.26,639.9,604.6,0.195,0.176,147.6,151,127.1,130,168.4,215.4,0.231
10/4/19 18:45,6613,2.714,3.106,0.144,3409,0.26,614,580.8,0.196,0.177,133.6,137.9,114.6,122.6,163.3,207.3,0.232
10/4/19 19:00,6614,2.714,3.106,0.135,3450,0.26,584.8,553.9,0.196,0.179,120,125.1,99.5,111.3,155.5,197.6,0.232
10/4/19 19:15,6615,2.714,3.106,0.161,3479,0.261,540.8,513.4,0.202,0.18,119.1,124.2,98.7,107.1,151.5,187.3,0.233
10/4/19 19:30,6616,2.714,3.106,0.152,3518,0.261,538.4,511.4,0.203,0.181,115.7,121,93.3,106,149.2,181,0.233
10/4/19 19:45,6617,2.714,3.107,0.171,3544,0.261,496.6,472.6,0.209,0.182,120.3,125.1,92.2,111.8,150.5,176.7,0.233
10/4/19 20:00,6618,2.714,3.107,0.162,3570,0.26,493.2,471.8,0.211,0.182,106.3,112.3,78.04,115.7,151.8,172.8,0.234
10/4/19 20:15,6619,2.715,3.107,0.168,3604,0.261,487.6,466.4,0.217,0.182,104,110.2,72.63,128.5,156.9,168.6,0.234
10/4/19 20:30,6620,2.715,3.107,0.169,3621,0.261,477.1,460.3,0.22,0.183,109.2,114.9,81.7,170,180.8,179.5,0.235
10/4/19 20:45,6621,2.715,3.107,0.16,3650,0.261,458.4,443.9,0.224,0.183,116.5,121.9,85.5,210.6,204.9,192.8,0.234
10/4/19 21:00,6622,2.715,3.107,0.16,3686,0.261,466.9,451.7,0.223,0.183,109.3,115.3,78.43,247.9,227.4,202.5,0.235
10/4/19 21:15,6623,2.715,3.107,0.174,NAN,0.261,475.7,460,0.222,0.183,103,109.3,33.93,265.1,239.7,210.4,0.235
10/4/19 21:30,6624,2.715,3.107,0.155,NAN,0.26,563.9,542.7,0.219,0.183,97,103.5,NAN,1333,720.6,501.8,0.235
10/4/19 21:45,6625,2.715,3.107,0.164,NAN,0.261,560.7,539.5,0.223,0.184,108,113.4,NAN,3628,1385,951,0.236
10/4/19 22:00,6626,2.713,3.108,0.18,NAN,0.261,568.3,546.4,0.226,0.183,95,101.3,-15.48,1971,1057,810,0.236
10/4/19 22:15,6627,2.715,3.108,0.174,NAN,0.261,584.9,562.2,0.225,0.184,101.4,107.2,-12.82,2976,1294,928,0.236
10/4/19 22:30,6628,2.715,3.108,0.159,NAN,0.261,598.9,575.7,0.222,0.184,104.8,110.2,NAN,3143,1325,941,0.237
10/4/19 22:45,6629,2.715,3.108,0.142,NAN,0.262,594.1,571.8,0.22,0.184,106.4,111.8,NAN,NAN,1438,996,0.237
10/4/19 23:00,6630,2.714,3.108,0.165,NAN,0.262,634.5,612.5,0.219,0.184,99.3,105.1,-28.42,1470,869,708.8,0.237
10/4/19 23:15,6631,2.716,3.108,0.164,NAN,0.261,614.7,594.2,0.22,0.184,101,106.8,-18.08,1247,802,598.7,0.237
10/4/19 23:30,6632,2.714,3.108,0.148,NAN,0.262,622.8,601.8,0.222,0.184,102.1,107.9,-17.04,1738,1030,771.8,0.237
10/4/19 23:45,6633,2.716,3.108,0.147,NAN,0.261,629.6,608.5,0.225,0.184,102.6,108.2,-21.34,1931,1106,820,0.237
10/5/19 0:00,6634,2.715,3.108,0.154,NAN,0.262,644.5,622.3,0.224,0.184,97.4,103.4,-30.07,700.9,580.6,489.2,0.238
10/5/19 0:15,6635,2.712,3.108,0.15,NAN,0.261,667.2,643.4,0.221,0.184,106.1,111.3,-27.34,763.6,564.6,406.9,0.238
10/5/19 0:30,6636,2.714,3.108,0.16,NAN,0.262,635.7,613.9,0.22,0.184,101.9,107.1,-33.32,590.6,472.4,349.7,0.238
10/5/19 0:45,6637,2.716,3.108,0.162,NAN,0.262,696.1,670.1,0.219,0.184,97.6,103.2,-40.78,572.5,452.9,310.9,0.238
10/5/19 1:00,6638,2.715,3.108,0.163,NAN,0.262,702.3,676.2,0.218,0.184,106.1,111,-36.87,803,589.2,395.8,0.238
10/5/19 1:15,6639,2.714,3.108,0.163,NAN,0.262,706.8,680.5,0.219,0.184,105.8,110.6,-41.02,625.1,499.6,343.2,0.239
10/5/19 1:30,6640,2.714,3.108,0.154,NAN,0.262,707.1,680.9,0.22,0.184,109.2,113.7,-40,625.3,491.5,315.2,0.239
10/5/19 1:45,6641,2.714,3.108,0.159,NAN,0.261,715,688.3,0.222,0.184,106.9,111.6,-42.94,623.5,491.6,320.5,0.239
10/5/19 2:00,6642,2.712,3.108,0.16,NAN,0.261,773.4,740.7,0.218,0.185,117.2,121.4,-39.7,638.8,501.3,322.9,0.239
10/5/19 2:15,6643,2.714,3.108,0.163,NAN,0.261,777.3,744.3,0.215,0.184,107.4,112.2,-49.56,646.6,508.5,320,0.239
10/5/19 2:30,6644,2.714,3.108,0.166,NAN,0.262,767.9,736.1,0.214,0.185,97.3,102.9,-60.01,652.6,513.1,315,0.239
10/5/19 2:45,6645,2.712,3.108,0.161,NAN,0.261,775.5,742.7,0.207,0.185,107.6,112.4,-57.26,670,525.5,319.5,0.239
10/5/19 3:00,6646,2.712,3.108,0.16,NAN,0.261,828,787.6,0.216,0.185,117.7,121.8,-54.43,696.7,544,333.7,0.24
10/5/19 3:15,6647,2.71,3.108,0.16,NAN,0.261,828,787.5,0.217,0.185,102.5,107.7,-67.74,707.8,555.5,348.8,0.24
10/5/19 3:30,6648,2.71,3.108,0.151,NAN,0.26,847,804,0.221,0.185,112.7,116.9,-66.03,851,629.4,404.6,0.24
10/5/19 3:45,6649,2.71,3.108,0.164,NAN,0.26,874,826,0.219,0.185,108.1,112.6,-74.13,995,754.2,540.4,0.24
10/5/19 4:00,6650,2.71,3.108,0.166,NAN,0.26,873,825,0.221,0.185,107.4,111.8,-72.77,926,720.6,538.2,0.24
10/5/19 4:15,6651,2.71,3.108,0.167,NAN,0.259,895,842,0.22,0.184,106.6,111,-67.73,896,701.4,525.5,0.24
10/5/19 4:30,6652,2.71,3.108,0.154,NAN,0.259,943,879,0.217,0.184,108,112.3,-77.27,850,672.5,506.6,0.239
10/5/19 4:45,6653,2.71,3.108,0.188,NAN,0.259,912,856,0.218,0.184,102.5,106.9,-78.24,817,649.4,483.7,0.238
10/5/19 5:00,6654,2.71,3.108,0.173,NAN,0.259,967,897,0.213,0.184,107.4,111.5,-75.63,814,647.1,478.5,0.237
10/5/19 5:15,6655,2.71,3.108,0.15,NAN,0.258,967,897,0.213,0.184,110.1,114,-78.49,793.8,635.8,468,0.238
10/5/19 5:30,6656,2.71,3.108,0.16,NAN,0.258,975,903,0.209,0.184,118.8,121.8,-69.48,748.1,607.5,452.5,0.237
10/5/19 5:45,6657,2.71,3.108,0.132,NAN,0.258,1014,929,0.21,0.184,109.9,113.7,-69.8,722.5,584.9,437.1,0.236
10/5/19 6:00,6658,2.71,3.108,0.155,NAN,0.258,1049,953,0.215,0.184,110.6,114.4,-75.24,655.9,545.4,412.8,0.236
10/5/19 6:15,6659,2.71,3.108,0.162,NAN,0.258,1063,961,0.219,0.183,116,119.3,-76.88,598.2,496,361.3,0.236
10/5/19 6:30,6660,2.71,3.108,0.162,NAN,0.257,1083,974,0.221,0.184,107.4,111.5,-82.8,575.9,478.8,343.7,0.236
10/5/19 6:45,6661,2.712,3.108,0.162,NAN,0.257,1099,984,0.223,0.184,110.8,114.5,-84.8,556.2,462.7,331.3,0.236
10/5/19 7:00,6662,2.71,3.108,0.165,NAN,0.257,1139,1007,0.222,0.183,126.2,128.4,-75.92,547.9,456.1,327.2,0.236
10/5/19 7:15,6663,2.71,3.108,0.164,NAN,0.257,1177,1028,0.222,0.183,105.5,109.3,-89.6,534.7,447,320.4,0.235
10/5/19 7:30,6664,2.71,3.108,0.164,NAN,0.257,1163,1021,0.222,0.183,111.7,115.2,-90.4,549,454.6,313.7,0.235
10/5/19 7:45,6665,2.71,3.108,0.167,4253,0.257,1187,1033,0.223,0.183,110.6,114.3,-86.9,604.2,489.7,333.2,0.235
10/5/19 8:00,6666,2.71,3.108,0.159,NAN,0.257,1167,1020,0.223,0.184,118.2,121.5,NAN,622.5,500.9,374.5,0.235
10/5/19 8:15,6667,2.71,3.108,0.148,NAN,0.258,1087,972,0.224,0.184,111,115.2,NAN,2254,1188,860,0.235
10/5/19 8:30,6668,2.71,3.108,0.156,NAN,0.258,1046,945,0.227,0.184,95.1,100.5,NAN,2090,1185,1006,0.235
10/5/19 8:45,6669,2.71,3.108,0.164,NAN,0.258,1064,954,0.229,0.185,84.2,90.6,-63.42,738.9,609.7,659.3,0.235
10/5/19 9:00,6670,2.714,3.108,0.157,NAN,0.26,1101,974,0.228,0.186,87.3,93.9,-64.51,487.1,428.8,500.8,0.235
10/5/19 9:15,6671,2.715,3.108,0.145,NAN,0.264,1149,1001,0.226,0.187,86.5,93,-77.13,48.49,119.2,255.8,0.237
10/5/19 9:30,6672,2.715,3.111,0.133,NAN,0.267,1174,1013,0.223,0.188,97.4,102.9,-78.74,7.964,108.2,227.2,0.238
10/5/19 9:45,6673,2.714,3.112,0.134,NAN,0.271,1177,1014,0.223,0.188,117,120.9,-68.12,14.1,84.5,181.9,0.239
10/5/19 10:00,6674,2.714,3.112,0.168,NAN,0.274,1179,1017,0.224,0.189,144.4,146.5,-47.92,28.76,93.3,178.9,0.239
10/5/19 10:15,6675,2.714,3.112,0.174,NAN,0.277,1168,1010,0.231,0.189,168.4,168.6,-21.58,46.28,107.5,184,0.239
10/5/19 10:30,6676,2.714,3.112,0.149,3548,0.279,1029,917,0.233,0.189,172.9,173,62.39,100.5,142.5,224.8,0.237
10/5/19 10:45,6677,2.714,3.112,0.145,3356,0.28,1017,909,0.229,0.189,182.2,181.9,91.1,130.5,167.9,266.4,0.236
10/5/19 11:00,6678,2.714,3.111,0.149,3274,0.28,966,873,0.22,0.188,188.9,188.2,108.6,149,182.6,296.4,0.233
10/5/19 11:15,6679,2.713,3.111,0.164,3204,0.28,925,844,0.214,0.187,209.9,206.9,144.5,165.8,193.4,301,0.231
10/5/19 11:30,6680,2.713,3.111,0.145,3161,0.279,907,829,0.208,0.184,202.3,199.9,156.1,169.7,197.6,320.5,0.227
10/5/19 11:45,6681,2.713,3.111,0.147,3117,0.276,854,788.5,0.2,0.182,224.7,220.6,185.5,187.5,209.3,336.8,0.222
10/5/19 12:00,6682,2.713,3.111,0.155,3064,0.273,842,778.3,0.185,0.179,235.7,230.8,208.7,202.2,217.6,345.7,0.215
10/5/19 12:15,6683,2.713,3.111,0.11,3057,0.269,832,769.9,0.177,0.174,232.7,228,214,210,222.7,347.2,0.207