TOA5,CR1000_tower4_N,CR1000,73550,CR1000.Std.28,CPU:SH_Site4_North_2018.CR1,50002,SapFlow,,,,,,
10/3/19 4:45,6470,2.88,2.972,0.261,0.147,0.407,0.403,0.215,-0.017,3410,1142,0.239,0.216
10/3/19 5:00,6471,2.88,2.974,0.261,0.148,0.407,0.403,0.215,-0.017,3408,1141,0.239,0.216
10/3/19 5:15,6472,2.881,2.973,0.262,0.148,0.408,0.403,0.215,-0.017,3405,1140,0.239,0.216
10/3/19 5:30,6473,2.88,2.972,0.262,0.148,0.408,0.403,0.215,-0.016,3402,1139,0.239,0.215
10/3/19 5:45,6474,2.88,2.972,0.262,0.148,0.408,0.403,0.215,-0.016,3400,1136,0.239,0.215
10/3/19 6:00,6475,2.88,2.972,0.262,0.148,0.408,0.403,0.215,-0.016,3398,1135,0.239,0.215
10/3/19 6:15,6476,2.88,2.972,0.262,0.148,0.408,0.403,0.215,-0.016,3392,1133,0.24,0.215
10/3/19 6:30,6477,2.88,2.973,0.262,0.149,0.408,0.403,0.215,-0.017,3390,1133,0.24,0.215
10/3/19 6:45,6478,2.881,2.973,0.262,0.148,0.409,0.403,0.215,-0.015,3393,1131,0.241,0.216
10/3/19 7:00,6479,2.88,2.972,0.262,0.149,0.409,0.403,0.215,-0.014,3395,1130,0.241,0.218
10/3/19 7:15,6480,2.88,2.974,0.263,0.149,0.409,0.403,0.215,-0.013,3406,1136,0.241,0.219
10/3/19 7:30,6481,2.88,2.976,0.264,0.151,0.411,0.405,0.215,-0.013,3414,1138,0.242,0.22
10/3/19 7:45,6482,2.88,2.98,0.264,0.152,0.412,0.406,0.216,-0.012,3452,1166,0.241,0.221
10/3/19 8:00,6483,2.88,2.976,0.265,0.152,0.416,0.407,0.216,-0.011,3538,1283,0.24,0.222
10/3/19 8:15,6484,2.88,2.976,0.265,0.153,0.416,0.408,0.216,-0.009,3560,1282,0.243,0.223
10/3/19 8:30,6485,2.88,2.978,0.266,0.153,0.417,0.411,0.217,-0.007,3563,1243,0.239,0.223
10/3/19 8:45,6486,2.88,2.98,0.266,0.157,0.419,0.413,0.217,-0.004,3581,1256,0.235,0.224
10/3/19 9:00,6487,2.88,2.977,0.266,0.158,0.419,0.414,0.217,0,3577,1264,0.231,0.224
10/3/19 9:15,6488,2.88,2.977,0.266,0.157,0.419,0.414,0.217,0.004,3599,1262,0.232,0.224
10/3/19 9:30,6489,2.88,2.977,0.266,0.156,0.418,0.415,0.217,0.009,3640,1287,0.227,0.224
10/3/19 9:45,6490,2.88,2.977,0.265,0.156,0.415,0.417,0.216,0.012,3668,1329,0.222,0.224
10/3/19 10:00,6491,2.88,2.979,0.265,0.157,0.411,0.419,0.216,0.01,3696,1377,0.23,0.224
10/3/19 10:15,6492,2.88,2.978,0.264,0.157,0.409,0.42,0.216,0.009,3729,1406,0.243,0.223
10/3/19 10:30,6493,2.88,2.974,0.264,0.156,0.406,0.42,0.215,0.012,3773,1411,0.245,0.222
10/3/19 10:45,6494,2.88,2.977,0.263,0.155,0.405,0.421,0.215,0.016,3822,1415,0.239,0.222
10/3/19 11:00,6495,2.88,2.977,0.263,0.155,0.404,0.422,0.215,0.02,3836,1426,0.228,0.221
10/3/19 11:15,6496,2.88,2.977,0.262,0.154,0.403,0.422,0.215,0.023,3821,1418,0.223,0.221
10/3/19 11:30,6497,2.879,2.977,0.263,0.154,0.403,0.423,0.215,0.026,3811,1418,0.228,0.221
10/3/19 11:45,6498,2.879,2.977,0.263,0.153,0.403,0.423,0.214,0.027,3806,1399,0.222,0.222
10/3/19 12:00,6499,2.879,2.976,0.263,0.156,0.403,0.424,0.214,0.027,3797,1388,0.215,0.222
10/3/19 12:15,6500,2.879,2.976,0.263,0.16,0.403,0.424,0.214,0.026,3770,1380,0.212,0.223
10/3/19 12:30,6501,2.879,2.976,0.263,0.161,0.403,0.423,0.214,0.024,3749,1360,0.207,0.222
10/3/19 12:45,6502,2.879,2.976,0.263,0.162,0.403,0.422,0.213,0.024,3731,1342,0.202,0.222
10/3/19 13:00,6503,2.879,2.976,0.262,0.164,0.403,0.421,0.213,0.024,3716,1336,0.197,0.222
10/3/19 13:15,6504,2.879,2.976,0.262,0.161,0.403,0.42,0.212,0.021,3700,1327,0.19,0.221
10/3/19 13:30,6505,2.879,2.975,0.262,0.156,0.403,0.419,0.212,0.019,3696,1326,0.191,0.222
10/3/19 13:45,6506,2.879,2.977,0.262,0.154,0.403,0.417,0.213,0.019,3718,1329,0.194,0.222
10/3/19 14:00,6507,2.879,2.977,0.262,0.156,0.402,0.415,0.212,0.017,3737,1339,0.198,0.222
10/3/19 14:15,6508,2.879,2.977,0.263,0.158,0.402,0.414,0.212,0.014,3748,1341,0.194,0.221
10/3/19 14:30,6509,2.88,2.977,0.262,0.163,0.402,0.412,0.212,0.012,3772,1348,0.201,0.221
10/3/19 14:45,6510,2.879,2.977,0.263,0.161,0.401,0.412,0.212,0.007,3783,1356,0.212,0.221
10/3/19 15:00,6511,2.879,2.976,0.262,0.16,0.401,0.41,0.212,0.002,3794,1362,0.214,0.22
10/3/19 15:15,6512,2.879,2.974,0.263,0.159,0.401,0.41,0.212,-0.001,3797,1369,0.206,0.218
10/3/19 15:30,6513,2.879,2.976,0.263,0.155,0.401,0.409,0.212,-0.002,3777,1368,0.199,0.217
10/3/19 15:45,6514,2.879,2.976,0.264,0.154,0.4,0.409,0.212,-0.005,3750,1360,0.196,0.217
10/3/19 16:00,6515,2.879,2.976,0.264,0.154,0.4,0.409,0.212,-0.008,3739,1352,0.196,0.217
10/3/19 16:15,6516,2.879,2.976,0.264,0.158,0.4,0.41,0.213,-0.009,3735,1352,0.199,0.216
10/3/19 16:30,6517,2.879,2.976,0.265,0.158,0.4,0.41,0.213,-0.011,3704,1341,0.198,0.216
10/3/19 16:45,6518,2.879,2.976,0.264,0.153,0.4,0.41,0.212,-0.012,3679,1323,0.199,0.216
10/3/19 17:00,6519,2.879,2.974,0.264,0.151,0.4,0.411,0.213,-0.015,3640,1301,0.204,0.215
10/3/19 17:15,6520,2.879,2.976,0.263,0.15,0.4,0.412,0.213,-0.016,3616,1281,0.205,0.215
10/3/19 17:30,6521,2.879,2.971,0.263,0.149,0.401,0.413,0.213,-0.016,3580,1261,0.207,0.214
10/3/19 17:45,6522,2.879,2.973,0.263,0.148,0.401,0.414,0.214,-0.017,3558,1244,0.21,0.213
10/3/19 18:00,6523,2.88,2.974,0.263,0.147,0.402,0.414,0.214,-0.017,3539,1229,0.213,0.213
10/3/19 18:15,6524,2.88,2.973,0.263,0.147,0.401,0.414,0.214,-0.018,3521,1215,0.215,0.212
10/3/19 18:30,6525,2.88,2.972,0.263,0.148,0.402,0.413,0.214,-0.018,3501,1203,0.217,0.212
10/3/19 18:45,6526,2.88,2.972,0.263,0.147,0.402,0.413,0.214,-0.018,3488,1195,0.219,0.212
10/3/19 19:00,6527,2.88,2.974,0.263,0.147,0.403,0.412,0.214,-0.018,3477,1187,0.221,0.211
10/3/19 19:15,6528,2.88,2.975,0.262,0.147,0.403,0.411,0.214,-0.018,3463,1180,0.222,0.211
10/3/19 19:30,6529,2.88,2.972,0.262,0.146,0.403,0.41,0.214,-0.018,3463,1176,0.223,0.211
10/3/19 19:45,6530,2.88,2.972,0.262,0.146,0.404,0.41,0.214,-0.018,3453,1170,0.224,0.211
10/3/19 20:00,6531,2.88,2.975,0.263,0.146,0.404,0.409,0.214,-0.018,3439,1165,0.225,0.211
10/3/19 20:15,6532,2.88,2.972,0.262,0.146,0.405,0.408,0.214,-0.018,3437,1161,0.226,0.21
10/3/19 20:30,6533,2.88,2.972,0.262,0.146,0.405,0.407,0.214,-0.018,3430,1156,0.227,0.21
10/3/19 20:45,6534,2.88,2.972,0.263,0.146,0.406,0.406,0.215,-0.019,3421,1154,0.228,0.21
10/3/19 21:00,6535,2.88,2.973,0.263,0.147,0.406,0.405,0.214,-0.018,3416,1151,0.229,0.211
10/3/19 21:15,6536,2.88,2.972,0.263,0.146,0.407,0.405,0.215,-0.018,3418,1147,0.23,0.211
10/3/19 21:30,6537,2.88,2.972,0.263,0.146,0.407,0.404,0.215,-0.019,3411,1146,0.231,0.211
10/3/19 21:45,6538,2.88,2.972,0.263,0.146,0.408,0.403,0.214,-0.018,3412,1147,0.231,0.211
10/3/19 22:00,6539,2.88,2.974,0.263,0.146,0.407,0.403,0.214,-0.019,3413,1145,0.231,0.211
10/3/19 22:15,6540,2.88,2.974,0.263,0.145,0.408,0.402,0.215,-0.019,3411,1144,0.231,0.211
10/3/19 22:30,6541,2.88,2.972,0.263,0.145,0.408,0.402,0.214,-0.019,3407,1142,0.231,0.211
10/3/19 22:45,6542,2.88,2.972,0.263,0.145,0.409,0.401,0.214,-0.02,3403,1140,0.231,0.211
10/3/19 23:00,6543,2.88,2.972,0.262,0.145,0.409,0.401,0.214,-0.02,3404,1139,0.232,0.21
10/3/19 23:15,6544,2.88,2.972,0.263,0.144,0.409,0.4,0.214,-0.02,3404,1139,0.232,0.21
10/3/19 23:30,6545,2.88,2.974,0.263,0.144,0.409,0.4,0.214,-0.02,3395,1136,0.232,0.21
10/3/19 23:45,6546,2.88,2.974,0.262,0.144,0.41,0.399,0.214,-0.02,3395,1137,0.233,0.21
10/4/19 0:00,6547,2.88,2.972,0.262,0.144,0.41,0.399,0.214,-0.019,3398,1135,0.233,0.21
10/4/19 0:15,6548,2.88,2.974,0.262,0.144,0.41,0.398,0.214,-0.02,3390,1133,0.232,0.21
10/4/19 0:30,6549,2.88,2.972,0.261,0.143,0.41,0.398,0.214,-0.021,3393,1134,0.233,0.21
10/4/19 0:45,6550,2.88,2.972,0.261,0.143,0.41,0.398,0.213,-0.021,3391,1134,0.233,0.211
10/4/19 1:00,6551,2.881,2.973,0.261,0.143,0.411,0.398,0.214,-0.02,3396,1135,0.233,0.211
10/4/19 1:15,6552,2.881,2.974,0.261,0.144,0.411,0.397,0.213,-0.02,3393,1134,0.234,0.211
10/4/19 1:30,6553,2.881,2.973,0.262,0.144,0.411,0.397,0.213,-0.02,3391,1133,0.235,0.211
10/4/19 1:45,6554,2.881,2.973,0.262,0.144,0.411,0.397,0.214,-0.019,3389,1132,0.235,0.211
10/4/19 2:00,6555,2.881,2.973,0.262,0.143,0.411,0.397,0.214,-0.019,3388,1132,0.235,0.211
10/4/19 2:15,6556,2.881,2.973,0.262,0.143,0.411,0.397,0.214,-0.02,3383,1131,0.235,0.21
10/4/19 2:30,6557,2.881,2.973,0.262,0.145,0.411,0.397,0.214,-0.019,3383,1130,0.236,0.21
10/4/19 2:45,6558,2.881,2.973,0.262,0.145,0.411,0.397,0.213,-0.018,3385,1130,0.236,0.21
10/4/19 3:00,6559,2.88,2.973,0.262,0.145,0.412,0.397,0.213,-0.018,3377,1128,0.236,0.21
10/4/19 3:15,6560,2.881,2.976,0.262,0.145,0.412,0.397,0.213,-0.019,3378,1127,0.236,0.209
10/4/19 3:30,6561,2.881,2.974,0.262,0.144,0.412,0.397,0.214,-0.019,3371,1125,0.236,0.209
10/4/19 3:45,6562,2.881,2.975,0.263,0.144,0.412,0.397,0.214,-0.019,3369,1123,0.236,0.209
10/4/19 4:00,6563,2.88,2.976,0.263,0.144,0.412,0.397,0.214,-0.019,3369,1120,0.236,0.208
10/4/19 4:15,6564,2.881,2.974,0.263,0.143,0.412,0.396,0.215,-0.019,3366,1117,0.235,0.209
10/4/19 4:30,6565,2.881,2.973,0.263,0.143,0.412,0.397,0.215,-0.019,3358,1114,0.236,0.209
10/4/19 4:45,6566,2.881,2.973,0.262,0.143,0.412,0.396,0.215,-0.019,3360,1115,0.237,0.209
10/4/19 5:00,6567,2.881,2.974,0.262,0.144,0.412,0.397,0.214,-0.018,3351,1113,0.237,0.209
10/4/19 5:15,6568,2.881,2.973,0.262,0.144,0.412,0.396,0.214,-0.018,3351,1112,0.237,0.209
10/4/19 5:30,6569,2.881,2.973,0.262,0.143,0.412,0.397,0.214,-0.018,3345,1109,0.237,0.208
10/4/19 5:45,6570,2.881,2.973,0.262,0.143,0.412,0.397,0.214,-0.018,3348,1108,0.237,0.209
10/4/19 6:00,6571,2.881,2.973,0.262,0.142,0.413,0.397,0.215,-0.018,3344,1105,0.236,0.209
10/4/19 6:15,6572,2.881,2.973,0.262,0.142,0.412,0.396,0.214,-0.017,3344,1103,0.237,0.209
10/4/19 6:30,6573,2.881,2.973,0.261,0.142,0.412,0.397,0.214,-0.017,3340,1101,0.237,0.209
10/4/19 6:45,6574,2.881,2.973,0.26,0.141,0.412,0.396,0.213,-0.016,3337,1100,0.238,0.21
10/4/19 7:00,6575,2.881,2.973,0.26,0.143,0.413,0.397,0.213,-0.015,3356,1108,0.24,0.212
10/4/19 7:15,6576,2.881,2.973,0.262,0.143,0.413,0.397,0.213,-0.015,3354,1109,0.241,0.212
10/4/19 7:30,6577,2.881,2.978,0.263,0.145,0.414,0.398,0.214,-0.014,3360,1110,0.242,0.213
10/4/19 7:45,6578,2.881,2.978,0.264,0.146,0.416,0.399,0.216,-0.014,3395,1120,0.243,0.214
10/4/19 8:00,6579,2.881,2.976,0.265,0.148,0.419,0.399,0.215,-0.013,3497,1229,0.243,0.215
10/4/19 8:15,6580,2.881,2.973,0.266,0.149,0.418,0.4,0.215,-0.012,3499,1236,0.249,0.216
10/4/19 8:30,6581,2.881,2.977,0.267,0.152,0.421,0.402,0.216,-0.009,3510,1207,0.245,0.217
10/4/19 8:45,6582,2.881,2.978,0.268,0.158,0.424,0.406,0.217,-0.006,3552,1239,0.242,0.218
10/4/19 9:00,6583,2.88,2.981,0.268,0.161,0.424,0.407,0.217,0,3580,1253,0.241,0.219
10/4/19 9:15,6584,2.88,2.978,0.269,0.159,0.423,0.407,0.217,0.006,3610,1265,0.245,0.22
10/4/19 9:30,6585,2.88,2.979,0.269,0.16,0.421,0.409,0.218,0.01,3631,1280,0.245,0.22
10/4/19 9:45,6586,2.88,2.977,0.269,0.159,0.418,0.412,0.218,0.015,3653,1308,0.235,0.221
10/4/19 10:00,6587,2.88,2.979,0.269,0.159,0.414,0.415,0.218,0.014,3678,1348,0.237,0.22
10/4/19 10:15,6588,2.88,2.979,0.27,0.161,0.412,0.417,0.218,0.012,3718,1392,0.261,0.221
10/4/19 10:30,6589,2.88,2.976,0.27,0.162,0.409,0.417,0.218,0.013,3801,1401,0.278,0.221
10/4/19 10:45,6590,2.88,2.973,0.27,0.162,0.408,0.418,0.218,0.02,3679,1466,0.279,0.222
10/4/19 11:00,6591,2.88,2.973,0.269,0.16,0.408,0.419,0.218,0.026,3949,1499,0.264,0.222
10/4/19 11:15,6592,2.88,2.974,0.27,0.161,0.407,0.42,0.218,0.031,3940,1477,0.248,0.222
10/4/19 11:30,6593,2.879,2.977,0.269,0.161,0.407,0.421,0.217,0.033,3926,1474,0.247,0.223
10/4/19 11:45,6594,2.879,2.977,0.27,0.158,0.406,0.424,0.217,0.034,3914,1453,0.242,0.222
10/4/19 12:00,6595,2.879,2.976,0.268,0.161,0.406,0.425,0.217,0.034,3899,1439,0.232,0.223
10/4/19 12:15,6596,2.879,2.975,0.268,0.169,0.406,0.426,0.217,0.034,3884,1436,0.221,0.224
10/4/19 12:30,6597,2.879,2.976,0.267,0.176,0.406,0.428,0.216,0.034,3875,1431,0.212,0.225
10/4/19 12:45,6598,2.879,2.976,0.267,0.18,0.406,0.429,0.216,0.035,3866,1420,0.202,0.226
10/4/19 13:00,6599,2.879,2.976,0.266,0.178,0.405,0.429,0.216,0.034,3849,1410,0.197,0.226
10/4/19 13:15,6600,2.879,2.976,0.265,0.175,0.405,0.429,0.216,0.031,3831,1402,0.193,0.227
10/4/19 13:30,6601,2.879,2.976,0.265,0.168,0.404,0.429,0.216,0.03,3839,1407,0.2,0.226
10/4/19 13:45,6602,2.879,2.976,0.264,0.164,0.403,0.428,0.214,0.028,3864,1412,0.199,0.226
10/4/19 14:00,6603,2.879,2.973,0.264,0.165,0.402,0.427,0.215,0.024,3908,1428,0.197,0.226
10/4/19 14:15,6604,2.879,2.975,0.264,0.171,0.402,0.425,0.214,0.02,3954,1447,0.196,0.227
10/4/19 14:30,6605,2.879,2.977,0.263,0.178,0.401,0.424,0.214,0.017,4006,1469,0.213,0.227
10/4/19 14:45,6606,2.879,2.977,0.263,0.174,0.401,0.422,0.215,0.011,4047,1492,0.227,0.227
10/4/19 15:00,6607,2.879,2.976,0.262,0.177,0.4,0.42,0.214,0.004,4087,1515,0.231,0.227
10/4/19 15:15,6608,2.879,2.976,0.263,0.17,0.399,0.418,0.214,-0.002,4119,1533,0.219,0.226
10/4/19 15:30,6609,2.879,2.976,0.262,0.162,0.399,0.417,0.214,-0.005,4104,1540,0.212,0.225
10/4/19 15:45,6610,2.879,2.976,0.262,0.163,0.398,0.416,0.214,-0.009,4078,1538,0.209,0.225
10/4/19 16:00,6611,2.879,2.976,0.262,0.162,0.397,0.415,0.214,-0.013,4069,1533,0.208,0.224
10/4/19 16:15,6612,2.879,2.976,0.262,0.164,0.397,0.414,0.214,-0.015,4058,1533,0.205,0.224
10/4/19 16:30,6613,2.879,2.976,0.262,0.163,0.397,0.414,0.214,-0.017,4031,1522,0.206,0.224
10/4/19 16:45,6614,2.879,2.976,0.262,0.157,0.397,0.414,0.213,-0.018,3987,1500,0.207,0.224
10/4/19 17:00,6615,2.879,2.976,0.263,0.154,0.397,0.414,0.213,-0.02,3954,1482,0.21,0.224
10/4/19 17:15,6616,2.879,2.976,0.262,0.152,0.396,0.414,0.213,-0.02,3918,1462,0.212,0.222
10/4/19 17:30,6617,2.879,2.976,0.262,0.15,0.396,0.414,0.214,-0.021,3880,1436,0.212,0.221
10/4/19 17:45,6618,2.879,2.972,0.262,0.148,0.396,0.414,0.215,-0.021,3837,1410,0.212,0.22
10/4/19 18:00,6619,2.879,2.973,0.262,0.147,0.396,0.415,0.216,-0.022,3796,1386,0.212,0.218
10/4/19 18:15,6620,2.879,2.976,0.262,0.146,0.396,0.415,0.215,-0.022,3758,1363,0.215,0.218
10/4/19 18:30,6621,2.879,2.971,0.262,0.145,0.397,0.415,0.216,-0.022,3733,1344,0.217,0.217
10/4/19 18:45,6622,2.879,2.973,0.263,0.145,0.397,0.414,0.215,-0.022,3712,1330,0.219,0.217
10/4/19 19:00,6623,2.879,2.973,0.263,0.146,0.397,0.413,0.216,-0.021,3695,1318,0.22,0.216
10/4/19 19:15,6624,2.879,2.971,0.263,0.145,0.398,0.413,0.215,-0.021,3668,1304,0.221,0.215
10/4/19 19:30,6625,2.88,2.973,0.263,0.145,0.398,0.412,0.216,-0.021,3644,1290,0.222,0.215
10/4/19 19:45,6626,2.88,2.974,0.263,0.145,0.398,0.412,0.215,-0.021,3632,1278,0.223,0.214
10/4/19 20:00,6627,2.88,2.973,0.263,0.144,0.399,0.412,0.216,-0.021,3613,1268,0.224,0.214
10/4/19 20:15,6628,2.88,2.972,0.263,0.144,0.4,0.41,0.216,-0.021,3597,1258,0.226,0.215
10/4/19 20:30,6629,2.88,2.973,0.263,0.144,0.4,0.41,0.215,-0.02,3593,1253,0.227,0.214
10/4/19 20:45,6630,2.88,2.972,0.263,0.144,0.401,0.409,0.215,-0.021,3578,1245,0.227,0.214
10/4/19 21:00,6631,2.88,2.972,0.264,0.144,0.401,0.409,0.216,-0.02,3568,1238,0.227,0.214
10/4/19 21:15,6632,2.88,2.973,0.264,0.144,0.402,0.409,0.215,-0.02,3552,1229,0.228,0.214
10/4/19 21:30,6633,2.88,2.972,0.264,0.144,0.402,0.408,0.215,-0.02,3540,1224,0.228,0.214
10/4/19 21:45,6634,2.88,2.972,0.264,0.143,0.402,0.407,0.215,-0.02,3536,1219,0.229,0.214
10/4/19 22:00,6635,2.88,2.972,0.264,0.144,0.403,0.406,0.215,-0.02,3529,1215,0.231,0.214
10/4/19 22:15,6636,2.88,2.972,0.264,0.144,0.403,0.406,0.215,-0.019,3519,1208,0.232,0.213
10/4/19 22:30,6637,2.88,2.973,0.264,0.144,0.404,0.405,0.215,-0.019,3507,1202,0.232,0.213
10/4/19 22:45,6638,2.88,2.972,0.264,0.144,0.404,0.405,0.215,-0.019,3497,1197,0.232,0.213
10/4/19 23:00,6639,2.88,2.972,0.264,0.144,0.405,0.404,0.215,-0.018,3495,1194,0.232,0.213
10/4/19 23:15,6640,2.88,2.973,0.265,0.144,0.406,0.404,0.215,-0.018,3488,1192,0.233,0.214
10/4/19 23:30,6641,2.881,2.973,0.265,0.144,0.406,0.404,0.215,-0.017,3491,1192,0.234,0.214
10/4/19 23:45,6642,2.88,2.972,0.264,0.144,0.406,0.403,0.215,-0.018,3492,1192,0.235,0.214
10/5/19 0:00,6643,2.88,2.973,0.265,0.145,0.406,0.403,0.215,-0.017,3489,1193,0.235,0.214
10/5/19 0:15,6644,2.881,2.974,0.265,0.145,0.406,0.403,0.215,-0.017,3490,1192,0.235,0.214
10/5/19 0:30,6645,2.88,2.973,0.264,0.145,0.407,0.402,0.215,-0.017,3489,1190,0.236,0.214
10/5/19 0:45,6646,2.88,2.972,0.265,0.145,0.407,0.403,0.215,-0.017,3485,1190,0.236,0.214
10/5/19 1:00,6647,2.88,2.972,0.265,0.146,0.408,0.402,0.215,-0.017,3485,1189,0.236,0.213
10/5/19 1:15,6648,2.88,2.972,0.264,0.146,0.408,0.402,0.214,-0.017,3481,1187,0.236,0.214
10/5/19 1:30,6649,2.88,2.972,0.265,0.145,0.408,0.402,0.214,-0.016,3479,1187,0.236,0.213
10/5/19 1:45,6650,2.88,2.972,0.265,0.145,0.408,0.402,0.215,-0.016,3480,1187,0.238,0.214
10/5/19 2:00,6651,2.88,2.973,0.265,0.145,0.409,0.402,0.215,-0.016,3486,1187,0.238,0.216
10/5/19 2:15,6652,2.88,2.974,0.265,0.146,0.409,0.402,0.214,-0.015,3499,1195,0.24,0.217
10/5/19 2:30,6653,2.88,2.972,0.265,0.147,0.409,0.402,0.215,-0.015,3500,1199,0.24,0.216
10/5/19 2:45,6654,2.88,2.973,0.265,0.147,0.409,0.402,0.215,-0.014,3504,1199,0.24,0.216
10/5/19 3:00,6655,2.88,2.974,0.265,0.147,0.41,0.402,0.215,-0.014,3503,1200,0.241,0.217
10/5/19 3:15,6656,2.88,2.973,0.266,0.147,0.41,0.403,0.215,-0.013,3509,1202,0.241,0.217
10/5/19 3:30,6657,2.881,2.973,0.266,0.148,0.41,0.403,0.214,-0.013,3508,1202,0.241,0.215
10/5/19 3:45,6658,2.881,2.973,0.265,0.148,0.41,0.403,0.214,-0.013,3494,1196,0.241,0.215
10/5/19 4:00,6659,2.881,2.973,0.266,0.148,0.41,0.403,0.214,-0.013,3490,1194,0.241,0.216
10/5/19 4:15,6660,2.881,2.973,0.266,0.148,0.41,0.404,0.214,-0.013,3495,1195,0.241,0.215
10/5/19 4:30,6661,2.881,2.973,0.266,0.149,0.41,0.404,0.215,-0.012,3494,1193,0.24,0.215
10/5/19 4:45,6662,2.881,2.973,0.266,0.149,0.41,0.404,0.214,-0.012,3485,1189,0.241,0.215
10/5/19 5:00,6663,2.88,2.972,0.266,0.148,0.41,0.403,0.215,-0.012,3482,1190,0.241,0.215
10/5/19 5:15,6664,2.88,2.973,0.266,0.148,0.41,0.404,0.214,-0.012,3484,1191,0.241,0.216
10/5/19 5:30,6665,2.881,2.973,0.266,0.149,0.41,0.405,0.215,-0.011,3491,1192,0.241,0.217
10/5/19 5:45,6666,2.881,2.973,0.266,0.149,0.411,0.404,0.215,-0.011,3503,1196,0.242,0.217
10/5/19 6:00,6667,2.881,2.973,0.266,0.149,0.41,0.404,0.215,-0.011,3508,1200,0.242,0.217
10/5/19 6:15,6668,2.881,2.973,0.266,0.149,0.411,0.405,0.215,-0.011,3508,1201,0.242,0.217
10/5/19 6:30,6669,2.881,2.973,0.266,0.149,0.41,0.405,0.215,-0.011,3512,1202,0.242,0.218
10/5/19 6:45,6670,2.881,2.974,0.266,0.149,0.41,0.405,0.215,-0.01,3520,1204,0.243,0.218
10/5/19 7:00,6671,2.881,2.974,0.267,0.15,0.411,0.406,0.216,-0.009,3528,1207,0.243,0.219
10/5/19 7:15,6672,2.881,2.973,0.267,0.151,0.411,0.406,0.216,-0.008,3539,1210,0.243,0.22
10/5/19 7:30,6673,2.881,2.978,0.268,0.152,0.413,0.409,0.217,-0.007,3568,1221,0.244,0.223
10/5/19 7:45,6674,2.881,2.978,0.269,0.154,0.416,0.411,0.218,-0.005,3624,1272,0.241,0.224
10/5/19 8:00,6675,2.881,2.974,0.269,0.155,0.421,0.412,0.217,-0.003,3770,1454,0.237,0.226
10/5/19 8:15,6676,2.88,2.973,0.27,0.156,0.42,0.413,0.217,-0.001,3887,1472,0.237,0.226
10/5/19 8:30,6677,2.88,2.982,0.27,0.159,0.42,0.415,0.217,0.001,3858,1423,0.237,0.226
10/5/19 8:45,6678,2.88,2.981,0.27,0.166,0.421,0.417,0.218,0.004,3845,1416,0.235,0.227
10/5/19 9:00,6679,2.88,2.979,0.269,0.167,0.421,0.418,0.217,0.01,3833,1406,0.229,0.226
10/5/19 9:15,6680,2.88,2.977,0.269,0.164,0.419,0.417,0.217,0.015,3854,1410,0.23,0.225
10/5/19 9:30,6681,2.88,2.98,0.269,0.161,0.417,0.418,0.216,0.019,3877,1421,0.232,0.224
10/5/19 9:45,6682,2.88,2.979,0.266,0.16,0.414,0.419,0.216,0.021,3940,1466,0.23,0.223
10/5/19 10:00,6683,2.88,2.977,0.265,0.161,0.411,0.419,0.215,0.022,3983,1507,0.229,0.222
10/5/19 10:15,6684,2.88,2.977,0.265,0.16,0.409,0.42,0.215,0.02,3361,1459,0.246,0.222